agency_id,route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
1,191643,,18E - Cemit. Ajuda,,0,,,
1,191732,,726 - Sapadores,,3,,,
1,191737,,734 - Martim Moniz,,3,,,
1,191738,,734 - Martim Moniz,,3,,,
1,191106,,12E - M. Moniz / Castelo,,0,,,
1,191107,,15E - Algés,,0,,,
1,191054,,711 - Alto Damaia,,3,,,
1,191669,,723 - Desterro,,3,,,
1,191713,,728 - Restelo,,3,,,
1,191190,,727 - Est. Roma-Areeiro,,3,,,
1,190642,,760 - G. Freire,,3,,,
1,191742,,768 - Quinta dos Alcoutins,,3,,,
1,191743,,768 - Cidade Universitária,,3,,,
1,191197,,773 - L. Rato,,3,,,
1,191126,,29B - C. Olivais/ Encarnaç,,3,,,
1,191607,,208 - Cais Sodré,,3,,,
1,160180,,748 - Mq. Pombal,,3,,,
1,161433,,774 - Campo Ourique,,3,,,
1,162147,,702 - Marquês Pombal,,3,,,
1,160165,,737 - Castelo,,3,,,
1,160166,,737 - Pç. Figueira,,3,,,
1,190645,,760 - G. Freire,,3,,,
1,190646,,760 - G. Freire,,3,,,
1,191132,,53E - Lg. Calhariz,,0,,,
1,191133,,53E - R. S. Paulo,,0,,,
1,191095,,758 - Cais Sodré,,3,,,
1,162274,,774 - Gomes Freire,,3,,,
1,192195,,207 - Cais Sodré,,3,,,
1,192196,,37B - Cruz da Pedra,,3,,,
1,192197,,40B - Alto Chapeleiro,,3,,,
1,192199,,40B - Lumiar(C. Comercial),,3,,,
1,192208,,717 - Pç. Chile,,3,,,
1,192210,,723 - Algés,,3,,,
1,192211,,723 - Desterro,,3,,,
1,192213,,727 - Est. Roma-Areeiro,,3,,,
1,192215,,729 - Algés,,3,,,
1,192220,,729 - B. Padre Cruz,,3,,,
1,192225,,73B - Centro Congressos,,3,,,
1,192227,,765 - Benfica (Cemit.),,3,,,
1,192228,,765 - Col. Militar,,3,,,
1,192229,,76B - Boa-Hora,,3,,,
1,192230,,778 - Colégio Militar (Met,,3,,,
1,192234,,798 - Campo Grande (Metro),,3,,,
1,193040,,797 - Sapadores,,3,,,
1,192263,,714 - Pç. Figueira,,3,,,
1,193041,,799 - Col. Militar-Metro,,3,,,
1,193060,,731 - Av. José Malhoa,,3,,,
1,193061,,732 - Hosp. Sta. Maria,,3,,,
1,193062,,732 - Hosp. Sta. Maria,,3,,,
1,193063,,732 - Caselas,,3,,,
1,193064,,732 - Caselas,,3,,,
1,193066,,736 - Odivelas,,3,,,
1,193067,,738 - Estrada Luz,,3,,,
1,193068,,738 - Alto Sto. Amaro,,3,,,
1,193069,,744 - Restauradores,,3,,,
1,193070,,744 - Moscavide,,3,,,
1,193071,,746 - Marquês Pombal,,3,,,
1,193072,,746 - Marquês Pombal,,3,,,
1,193073,,747 - C. Grande-Metro,,3,,,
1,193074,,747 - Pontinha-Metro,,3,,,
1,193075,,750 - Estação Oriente,,3,,,
1,193076,,750 - Estação Oriente,,3,,,
1,193077,,755 - Sete Rios,,3,,,
1,193078,,767 - C. Mártires Pátria,,3,,,
1,193079,,767 - Reboleira-Metro,,3,,,
1,193080,,767 - Reboleira-Metro,,3,,,
1,193081,,776 - Algés,,3,,,
1,193082,,776 - Cruz Quebrada,,3,,,
1,193083,,778 - Col. Militar-Metro,,3,,,
1,193084,,793 - Marvila,,3,,,
1,193085,,796 - C. Grande-Metro,,3,,,
1,193086,,796 - Galinheiras,,3,,,
1,193087,,798 - C. Grande-Metro,,3,,,
1,193088,,798 - Galinheiras,,3,,,
1,193093,,720 - Picheleira,,3,,,
1,193094,,720 - Picheleira,,3,,,
1,193095,,720 - Alto Sto. Amaro,,3,,,
1,193096,,720 - Alto Sto. Amaro,,3,,,
1,193098,,728 - Restelo,,3,,,
1,193099,,728 - Restelo,,3,,,
1,193101,,730 - Picheleira,,3,,,
1,193102,,730 - Pç. José Fontana,,3,,,
1,193103,,730 - Pç. José Fontana,,3,,,
1,193104,,735 - Cais Sodré,,3,,,
1,193105,,735 - Cais Sodré,,3,,,
1,193106,,736 - Cais Sodré,,3,,,
1,193107,,736 - Odivelas,,3,,,
1,193108,,736 - Odivelas,,3,,,
1,193109,,742 - B.º Madre Deus,,3,,,
1,193110,,742 - Pólo Univ. Ajuda,,3,,,
1,193111,,755 - Poço Bispo,,3,,,
1,193112,,759 - Restauradores,,3,,,
1,193113,,767 - C. Mártires Pátria,,3,,,
1,193114,,793 - Estação Roma-Areeiro,,3,,,
1,193115,,794 - Restauradores,,3,,,
1,160185,,753 - Centro Sul,,3,,,
1,162138,,723 - Desterro,,3,,,
1,162139,,723 - Desterro,,3,,,
1,162141,,750 - Algés,,3,,,
1,192928,,756 - Olaias,,3,,,
1,183502,,713 - Alameda,,3,,,
1,183503,,713 - Est. Campolide,,3,,,
1,190589,,18E - Cais Sodré,,0,,,
1,162045,,783 - Portela,,3,,,
1,162046,,783 - Portela,,3,,,
1,162047,,783 - Portela,,3,,,
1,161129,,702 - Serafina,,3,,,
1,191729,,28E - M. Moniz,,0,,,
1,191730,,726 - Sapadores,,3,,,
1,191731,,726 - Sapadores,,3,,,
1,176421,,756 - Olaias,,3,,,
1,176447,,783 - Amoreiras,,3,,,
1,162048,,783 - Amoreiras,,3,,,
1,162049,,783 - Amoreiras,,3,,,
1,161950,,52E - R. Câmara Pestana,,0,,,
1,161951,,52E - Lg. Anunciada,,0,,,
1,192929,,756 - Olaias,,3,,,
1,190634,,751 - Est. Campolide,,3,,,
1,193042,,799 - Alfragide Norte,,3,,,
1,193043,,79B - Algés (circ.),,3,,,
1,192912,,703 - Charneca,,3,,,
1,190622,,735 - Cais Sodré,,3,,,
1,192915,,717 - Pç. Chile,,3,,,
1,192916,,717 - Pç. Chile,,3,,,
1,192917,,717 - Fetais,,3,,,
1,192918,,717 - Fetais,,3,,,
1,190623,,735 - Cais Sodré,,3,,,
1,190625,,736 - Odivelas,,3,,,
