dat_hr,n,flow_mean,flow_sd,flow_median,speed_mean,speed_sd,speed_median
01-02-18 08:00,1014,11873.239999999998,6564.402000000001,10440,289.14,108.115,280.035
01-02-18 09:00,988,10318.997000000001,5411.758,9471,325.97900000000004,121.34,306.45000000000005
01-02-18 10:00,1045,8187.786,4204.704000000001,7644,331.451,117.185,305.655
01-02-18 11:00,1029,7826.996,3818.7419999999997,7440,337.70599999999996,124.257,313.76000000000005
01-02-18 12:00,1056,8124.596999999999,3989.328,7533,337.75800000000004,126.46700000000001,312.955
01-02-18 13:00,1061,8042.572,4217.373,7290,340.714,126.90499999999999,317.71500000000003
01-02-18 14:00,1052,8901.666000000001,4824.198,8190,331.507,122.38,309.27500000000003
01-02-18 15:00,1019,9048.679,4642.071,8334,330.03700000000003,123.791,307.835
01-02-18 16:00,1042,9533.052,4821.384,8718,324.721,122.772,303.93999999999994
01-02-18 17:00,1012,11030.455,6270.549000000001,9906,304.712,112.238,290.485
01-02-18 18:00,1036,11000.794,6248.663999999999,10014,299.585,112.39500000000001,285.115
01-02-18 19:00,974,10325.1,5340.142,9474,334.761,122.589,319.4
01-02-18 20:00,896,6798.099,3526.4809999999993,6327,345.15299999999996,124.267,328.91
01-02-18 21:00,1163,4180.781999999999,2236.0409999999997,3870,359.429,136.09900000000002,330.15999999999997
01-02-18 22:00,1181,3800.1279999999997,2283.924,3417,360.73,137.707,330.42
01-02-18 23:00,1080,2805.2189999999996,1591.189,2610,327.832,131.754,302.265
01-03-18 00:00,1036,2121.732,1289.9930000000002,1944,361.83,118.22200000000001,344.885
01-03-18 01:00,1102,857.2660000000001,571.315,732,346.529,117.27199999999998,326.36
01-03-18 02:00,983,535.0830000000001,386.17900000000003,423,349.375,115.07300000000001,329.76500000000004
01-03-18 03:00,922,455.854,316.38199999999995,366,353.93399999999997,123.98300000000002,329.845
01-03-18 04:00,1015,668.063,643.64,510,354.05,119.91700000000002,333.065
01-03-18 05:00,1059,1621.926,1362.5929999999998,1230,352.76099999999997,121.80699999999999,329.41499999999996
01-03-18 06:00,1023,3436.6299999999997,2497.148,2895,348.028,113.349,328.05
01-03-18 07:00,949,9302.584,5903.758000000001,7890,310.2440000000001,102.596,297.1
01-03-18 08:00,1022,11820.792000000001,6394.979,10584,292.572,105.28,279.165
01-03-18 09:00,1052,9627.815,5574.064000000002,8460,321.11400000000003,112.33500000000001,300.64
01-03-18 10:00,1030,7941.607999999999,4203.539,7260,341.76099999999997,118.89300000000001,316.43
01-03-18 11:00,1011,7595.006,3939.2219999999998,7074,341.361,120.55399999999999,316.27000000000004
01-03-18 12:00,1080,7857.765999999999,4051.988,7326,345.522,125.74999999999999,314.055
01-03-18 13:00,1090,7910.186,4415.196,7044,344.465,123.198,317.38999999999993
01-03-18 14:00,1063,8666.987000000001,4982.661999999999,7782,340.191,121.10999999999999,313.44
01-03-18 15:00,1042,8926.558,4667.258,8112,337.183,120.45100000000001,314.09499999999997
01-03-18 16:00,1062,9543.319,4971.384,8670,332.34400000000005,120.12900000000002,309.68
01-03-18 17:00,1031,10912.403,6312.487,9654,318.85200000000003,114.35499999999999,301.65000000000003
01-03-18 18:00,1060,11092.631,6365.264,9630,315.664,113.467,298.63
01-03-18 19:00,1006,10020.799,5693.264,9048,329.522,120.59700000000001,306.38000000000005
01-03-18 20:00,1194,6487.452000000001,3704.6340000000005,5928,349.114,126.376,316.68500000000006
01-03-18 21:00,1208,4022.8149999999996,2315.8,3684,358.334,128.66400000000002,329.135
01-03-18 22:00,1225,3602.0270000000005,2264.8050000000003,3168,359.231,128.487,329.76500000000004
01-03-18 23:00,1119,2631.8709999999996,1616.024,2400,327.57000000000005,123.369,300.68
01-04-18 00:00,1111,3630.972,2164.122,3321,375.87899999999996,137.035,345.73
01-04-18 01:00,1218,2453.781,1517.1190000000004,2205,366.548,144.694,329.365
01-04-18 02:00,1213,1618.2259999999999,1146.81,1329,367.27000000000004,146.209,329.19499999999994
01-04-18 03:00,1192,1191.348,821.032,1005,370.05299999999994,146.18800000000002,330.63999999999993
01-04-18 04:00,1193,903.12,618.272,786,368.447,145.328,330.49
01-04-18 05:00,1075,859.439,554.2590000000001,750,366.78099999999995,142.589,328.255
01-04-18 06:00,1081,1062.533,768.3470000000001,930,363.36600000000004,137.881,328.55499999999995
01-04-18 07:00,1026,1278.3890000000001,758.9580000000001,1140,364.894,141.75799999999998,325.32499999999993
01-04-18 08:00,1047,2036.7640000000001,1229.5259999999998,1800,366.389,140.10399999999998,326.8999999999999
01-04-18 09:00,1074,3807.948,2267.994,3360,364.97599999999994,133.024,331.01000000000005
01-04-18 10:00,1051,5804.816,3614.831,4896,355.736,127.62000000000002,323.29499999999996
01-04-18 11:00,891,7054.468000000001,4575.009000000001,5796,339.8329999999999,120.01400000000001,306.73
01-04-18 12:00,890,7743.584000000001,4886.035,6468,337.347,121.97500000000001,297.59
01-04-18 13:00,1024,3818.8159999999993,2806.6610000000005,3204,359.31,134.39899999999997,325.87000000000006
01-04-18 14:00,816,2985.878,2552.463,2412,322.146,121.98100000000001,287.59000000000003
01-04-18 15:00,946,5075.119000000001,4122.2029999999995,4140,347.261,125.95999999999998,313.545
01-04-18 16:00,981,6573.757,5136.996999999999,5448,349.61899999999997,124.461,315.65999999999997
01-04-18 17:00,983,7137.131,4895.677000000001,6114,340.77299999999997,120.01599999999999,311.0
01-04-18 18:00,977,7619.188999999999,5451.018,6270,333.472,114.861,308.48
01-04-18 19:00,989,7367.8060000000005,5098.987,6456,336.75699999999995,116.095,310.52000000000004
01-04-18 20:00,1189,5755.2970000000005,4997.762,4782,351.45099999999996,123.00599999999999,323.275
01-04-18 21:00,1183,4277.874,3794.109,3612,356.36400000000003,124.696,329.14500000000004
01-04-18 22:00,1201,3783.044,3303.8839999999996,3114,357.34400000000005,126.85,329.57
01-04-18 23:00,1107,2894.351,2298.768,2388,330.48400000000004,119.468,302.53499999999997
01-05-18 00:00,1064,2738.6699999999996,1833.551,2382,382.48199999999997,141.74199999999996,348.78000000000003
01-05-18 01:00,1143,1741.4779999999998,1189.156,1440,362.55400000000003,144.482,325.105
01-05-18 02:00,1162,999.541,702.861,828,369.67699999999996,154.58300000000003,326.90500000000003
01-05-18 03:00,1114,736.6529999999999,488.455,615,372.534,152.63899999999995,329.49999999999994
01-05-18 04:00,1054,629.4069999999999,428.838,528,372.569,154.182,327.46000000000004
01-05-18 05:00,920,765.0659999999999,472.34999999999997,702,385.04799999999994,154.46699999999998,346.27499999999986
01-05-18 06:00,1067,1185.2359999999999,797.127,1047,369.64199999999994,151.323,326.045
01-05-18 07:00,1027,1564.729,941.57,1410,366.477,144.435,327.765
01-05-18 08:00,1031,2274.6339999999996,1329.427,2127,362.57499999999993,143.90900000000002,321.52500000000003
01-05-18 09:00,935,3472.393,2070.235,3096,330.365,130.048,295.44
01-05-18 10:00,1014,5018.656000000001,3040.442,4518,355.85,138.669,322.255
01-05-18 11:00,987,5561.722000000001,3472.953,4872,351.238,135.57000000000002,316.525
01-05-18 12:00,987,5731.591,3637.085,5100,348.34900000000005,136.913,312.925
01-05-18 13:00,1014,4061.765,2895.6519999999996,3579,357.008,139.856,321.6
01-05-18 14:00,1046,4487.142,3353.308,3846,355.81499999999994,135.871,322.015
01-05-18 15:00,1001,5665.8769999999995,4366.136,4590,350.63800000000003,133.132,316.69
01-05-18 16:00,832,5160.596,3979.97,4278,291.409,109.96700000000001,262.23499999999996
01-05-18 17:00,893,5872.5109999999995,4535.822000000001,4878,317.514,121.95599999999999,284.485
01-05-18 18:00,967,7309.011,5666.046000000001,5979,336.158,124.03200000000001,306.52
01-05-18 19:00,933,6542.352,5112.2919999999995,5475,340.486,129.861,304.36999999999995
01-05-18 20:00,1172,4466.602,3461.0190000000002,3936,358.45799999999997,138.211,325.49
01-05-18 21:00,1175,3585.534,2729.9700000000003,3090,360.018,138.208,327.37
01-05-18 22:00,1099,3379.7170000000006,2671.3639999999996,2862,385.096,139.638,351.565
01-05-18 23:00,792,1669.2160000000001,1202.609,1452,244.942,96.156,219.82
01-06-18 00:00,1053,2390.206,1471.162,2106,386.67099999999994,153.93099999999998,349.15500000000003
01-06-18 01:00,1127,1162.7869999999998,792.4940000000001,1026,368.217,153.34599999999998,322.48499999999996
01-06-18 02:00,1073,668.194,488.846,534,375.829,158.267,329.135
01-06-18 03:00,991,495.818,339.109,408,377.9050000000001,160.22500000000002,329.95500000000004
01-06-18 04:00,1053,660.0219999999999,531.2500000000001,522,371.519,155.378,326.4
01-06-18 05:00,1034,1668.3100000000002,1474.4080000000001,1236,367.403,150.924,322.125
01-06-18 06:00,1021,3694.839,2795.4799999999996,3060,364.584,145.742,323.985
01-06-18 07:00,986,9728.423999999999,6128.7480000000005,8394,318.1689999999999,126.79,289.03999999999996
01-06-18 08:00,1011,11539.030999999999,6349.207000000001,10200,295.889,118.88400000000001,272.855
01-06-18 09:00,995,9298.836,5308.959,8328,329.568,130.39,295.47
01-06-18 10:00,991,8342.964,4509.159,7704,343.843,136.34300000000002,303.005
01-06-18 11:00,998,8019.604,4269.1759999999995,7482,345.30400000000003,141.196,305.265
01-06-18 12:00,1028,8382.32,4493.232,7716,343.009,145.79899999999998,301.865
01-06-18 13:00,1016,8209.707999999999,4600.741000000001,7482,345.259,146.69100000000003,301.61
01-06-18 14:00,1001,8987.682999999999,5110.559999999999,8034,345.74299999999994,145.60500000000002,305.105
01-06-18 15:00,970,9232.057,5197.605,8304,338.59599999999995,142.762,299.825
01-06-18 16:00,892,10172.978000000001,5592.75,9114,332.01900000000006,140.395,301.30499999999995
01-06-18 17:00,886,11351.221,6380.606,10290,312.237,131.23999999999998,286.40000000000003
01-06-18 18:00,922,11358.997,6293.348000000001,10008,300.207,123.505,279.855
01-06-18 19:00,980,10510.195,6258.881,9360,322.77299999999997,138.219,296.535
01-06-18 20:00,1143,7896.81,5010.526,7056,346.92099999999994,146.697,308.245
01-06-18 21:00,1140,5003.319,2966.0209999999997,4572,361.56,149.139,318.945
01-06-18 22:00,1150,4669.881,3036.596,4158,364.06800000000004,148.755,318.83500000000004
01-06-18 23:00,1054,4039.26,2359.46,3732,332.59,136.643,294.44000000000005
01-07-18 00:00,1003,4347.674,2958.3410000000003,3846,379.28299999999996,146.51399999999998,343.25500000000005
01-07-18 01:00,1011,3051.6870000000004,2168.1319999999996,2634,385.39400000000006,147.85899999999998,352.77
01-07-18 02:00,1087,1910.614,1514.2179999999998,1536,372.2439999999999,155.12300000000002,327.79499999999996
01-07-18 03:00,1062,1294.8730000000003,971.8279999999999,1062,373.46599999999995,159.542,328.08500000000004
01-07-18 04:00,1043,1019.0049999999999,733.4820000000001,870,373.91200000000003,158.57700000000003,326.865
01-07-18 05:00,1057,1121.978,726.611,978,368.414,158.225,324.565
01-07-18 06:00,1026,1423.272,1038.34,1212,370.51699999999994,160.399,321.695
01-07-18 07:00,990,1829.124,1198.9789999999998,1584,365.44499999999994,155.971,317.615
01-07-18 08:00,990,2833.4269999999997,1859.9699999999998,2430,366.997,157.415,319.26500000000004
01-07-18 09:00,951,4239.424,2667.075,3624,366.97400000000005,160.56400000000002,314.51500000000004
01-07-18 10:00,906,4937.284,3154.7819999999992,4194,358.392,151.034,315.355
01-07-18 11:00,906,5065.871999999999,3304.827,4416,356.07400000000007,144.736,315.185
01-07-18 12:00,943,4834.462,3203.4899999999993,4302,358.697,149.052,314.7
01-07-18 13:00,984,3368.277,2362.585,2988,360.874,149.18200000000002,316.56500000000005
01-07-18 14:00,964,3534.5809999999997,2523.7359999999994,3006,360.04900000000004,150.645,313.52500000000003
01-07-18 15:00,912,4412.724,3355.98,3720,364.014,152.234,317.4750000000001
01-07-18 16:00,876,4752.218000000001,3872.594,3984,361.233,145.03300000000002,319.51500000000004
01-07-18 17:00,817,5738.032,4905.420999999999,4716,354.68899999999996,137.131,319.41
01-07-18 18:00,840,6659.182,5789.926,5532,349.901,132.03000000000003,313.59999999999997
01-07-18 19:00,809,7538.841,6368.541,6186,338.296,125.328,302.36000000000007
01-07-18 20:00,1018,6042.749999999999,5342.017000000001,4860,358.169,137.692,324.805
01-07-18 21:00,1054,4380.678,4126.236999999999,3618,363.90000000000003,144.054,326.92
01-07-18 22:00,1091,3824.161,3707.732,3090,362.532,142.992,326.425
01-07-18 23:00,1016,3192.292,2905.358,2670,333.09399999999994,134.38,298.195
01-08-18 00:00,1062,2257.6600000000003,1410.138,1986,387.334,160.377,353.67499999999995
01-08-18 01:00,1092,1091.6709999999998,702.9649999999998,954,364.9889999999999,149.733,325.14
01-08-18 02:00,1054,665.9129999999999,481.439,552,372.211,162.12199999999999,325.14000000000004
01-08-18 03:00,931,485.04100000000005,348.26099999999997,402,376.849,163.53599999999997,330.03999999999996
01-08-18 04:00,993,676.7869999999999,531.2560000000001,534,376.242,163.851,328.4
01-08-18 05:00,1095,1576.3470000000002,1357.2930000000001,1164,363.82400000000007,150.58899999999997,325.34000000000003
01-08-18 06:00,1108,3156.323,2347.612,2604,360.01,144.37099999999998,321.54499999999996
01-08-18 07:00,975,7792.000999999999,5321.52,6654,336.74299999999994,133.01600000000002,301.81
01-08-18 08:00,941,9781.509999999998,5708.3820000000005,8760,324.036,132.386,291.73
01-08-18 09:00,985,8071.353,4482.2,7476,336.901,134.749,300.24
01-08-18 10:00,1022,7268.152,3906.9190000000003,6852,339.74,133.579,303.76
01-08-18 11:00,1023,6937.177,3717.1909999999993,6510,342.224,136.18500000000003,305.56499999999994
01-08-18 12:00,1000,6540.8730000000005,3594.5099999999998,6132,347.85900000000004,143.907,305.24
01-08-18 13:00,953,6309.196,3542.9530000000004,5838,370.861,147.16,336.495
01-08-18 14:00,978,6818.955999999999,3879.6730000000002,6354,352.82099999999997,145.045,309.40000000000003
01-08-18 15:00,949,6984.921000000001,3817.42,6516,344.88599999999997,144.135,302.13500000000005
01-08-18 16:00,835,8512.18,4518.954,7998,375.49399999999997,141.40999999999997,345.5
01-08-18 17:00,940,9473.746,5409.179000000001,8886,326.578,134.46,293.08500000000004
01-08-18 18:00,915,9826.104000000003,5911.5960000000005,8868,321.224,136.882,288.59499999999997
01-08-18 19:00,938,8571.675,5197.891000000001,7674,339.27799999999996,146.072,298.41
01-08-18 20:00,1141,5929.313,3915.1330000000003,5394,353.18299999999994,148.193,309.46
01-08-18 21:00,1172,3772.318,2416.743,3414,361.968,149.18300000000002,323.83500000000004
01-08-18 22:00,1078,3748.754000000001,2399.526,3330,380.355,150.289,347.25499999999994
01-08-18 23:00,1065,2868.4170000000004,1777.2959999999998,2604,333.296,138.794,294.42999999999995
01-09-18 00:00,1048,2637.635,1940.823,2346,382.44800000000004,150.36299999999997,348.18000000000006
01-09-18 01:00,1026,1475.837,1121.7199999999998,1278,331.189,131.87899999999996,298.795
01-09-18 02:00,1024,1207.3999999999999,905.417,984,392.23099999999994,155.128,354.5900000000001
01-09-18 03:00,1055,883.3479999999998,690.6189999999999,738,371.73199999999997,153.573,329.18500000000006
01-09-18 04:00,1029,743.141,559.6379999999999,624,371.57800000000003,156.566,327.91499999999996
01-09-18 05:00,1081,1185.184,867.377,990,363.569,144.101,324.76000000000005
01-09-18 06:00,1054,1919.779,1523.002,1584,361.611,149.143,318.5400000000001
01-09-18 07:00,912,2880.9530000000004,2015.3790000000004,2460,358.325,150.282,311.09499999999997
01-09-18 08:00,873,4125.749000000001,2710.6429999999996,3612,356.383,148.47000000000003,312.23
01-09-18 09:00,801,5732.529,3545.328,5106,376.07699999999994,148.92600000000002,338.42
01-09-18 10:00,889,6414.835,3934.558,5778,351.26500000000004,146.553,310.69
01-09-18 11:00,918,6896.463000000001,4207.735,6120,349.80400000000003,140.17399999999998,314.80999999999995
01-09-18 12:00,875,6883.8820000000005,4445.782,6090,348.40099999999995,139.758,312.11999999999995
01-09-18 13:00,899,5363.5689999999995,3480.9699999999993,4752,359.60699999999997,151.35,317.43500000000006
01-09-18 14:00,931,5462.724,3600.7340000000004,4770,359.976,151.70499999999998,317.02500000000003
01-09-18 15:00,905,6456.046,4170.247,5778,355.21900000000005,146.32299999999998,313.05
01-09-18 16:00,884,6739.575,4393.562999999999,5880,353.913,143.72400000000002,314.575
01-09-18 17:00,837,6939.375,4743.6,5946,350.347,142.646,312.09000000000003
01-09-18 18:00,818,6831.6889999999985,4719.039000000001,5850,351.42800000000005,143.183,315.90999999999997
01-09-18 19:00,816,7170.973,4988.775000000001,6204,348.18299999999994,145.26200000000003,309.29499999999996
01-09-18 20:00,1072,5697.346999999999,3833.4829999999997,5046,352.349,144.17800000000003,304.3
01-09-18 21:00,1097,3912.496,2803.164,3516,361.06999999999994,145.96599999999995,321.135
01-09-18 22:00,924,3800.7110000000002,2688.621,3438,348.88899999999995,135.547,315.38500000000005
01-09-18 23:00,1010,3862.0460000000003,2765.871,3438,327.662,136.411,288.615
01-10-18 00:00,1092,2043.3779999999997,1649.625,1596,381.77099999999996,147.517,347.30499999999995
01-10-18 01:00,1118,785.388,555.0600000000001,660,363.534,148.319,324.745
01-10-18 02:00,1022,494.26399999999995,342.30000000000007,396,371.08899999999994,156.17299999999997,325.925
01-10-18 03:00,928,403.12,283.31199999999995,309,377.165,164.44200000000004,329.83
01-10-18 04:00,1004,536.816,403.4,390,375.419,158.64600000000002,329.48499999999996
01-10-18 05:00,1097,1567.354,1374.0490000000002,1164,365.39799999999997,151.91500000000002,323.28999999999996
01-10-18 06:00,1093,3318.832,2585.486,2628,360.07900000000006,141.52499999999998,321.725
01-10-18 07:00,1030,9668.281,6354.424999999999,7950,313.866,120.85000000000001,292.765
01-10-18 08:00,1035,11756.833,6810.959000000001,10056,287.19000000000005,112.252,274.21
01-10-18 09:00,1071,9146.798,5509.118999999999,8082,320.55400000000003,124.952,292.605
01-10-18 10:00,984,8309.764,4763.7970000000005,7338,351.74399999999997,130.23000000000002,323.30499999999995
01-10-18 11:00,1056,7806.741999999999,4400.191,7050,338.03700000000003,132.711,306.49
01-10-18 12:00,1086,7989.923999999999,4546.391,7194,337.046,133.45,303.525
01-10-18 13:00,990,8297.946,4785.165,7368,354.039,136.70000000000002,320.60499999999996
01-10-18 14:00,1081,8655.016,5120.061000000001,7662,332.332,131.61900000000003,303.45
01-10-18 15:00,1025,8721.398000000001,4912.085000000001,7926,329.817,132.069,299.755
01-10-18 16:00,1072,9621.744,5508.752,8598,319.62,126.129,294.04
01-10-18 17:00,1050,10931.796,6385.951,9876,305.269,119.08100000000002,286.525
01-10-18 18:00,1060,11004.596000000001,6488.133000000001,9858,302.591,120.90200000000002,285.085
01-10-18 19:00,1061,9369.436,5602.597,8220,323.247,131.02399999999997,296.78
01-10-18 20:00,1209,5839.752999999999,3459.505,5148,346.45399999999995,138.061,310.73
01-10-18 21:00,1216,3428.1299999999997,2115.606,3096,357.33599999999996,142.13600000000002,318.69500000000005
01-10-18 22:00,1228,2968.3729999999996,2028.4379999999996,2607,357.20799999999997,140.423,320.16
01-10-18 23:00,1142,2069.768,1305.8639999999998,1866,329.06499999999994,130.476,293.82000000000005
01-11-18 00:00,1089,3893.425,2428.3370000000004,3654,370.867,144.23999999999998,339.13500000000005
01-11-18 01:00,1084,2651.5640000000003,1683.939,2448,337.404,123.98500000000003,313.57000000000005
01-11-18 02:00,1164,1949.3630000000003,1266.246,1788,363.94000000000005,155.982,321.02
01-11-18 03:00,1155,1581.223,1043.096,1380,372.0330000000001,170.81400000000002,322.28999999999996
01-11-18 04:00,1063,1184.163,806.18,1056,355.431,147.70600000000002,313.05
01-11-18 05:00,1043,1205.998,737.787,1110,363.976,158.14200000000002,320.55
01-11-18 06:00,973,1431.3419999999999,1038.85,1230,356.00800000000004,146.60299999999998,318.365
01-11-18 07:00,995,1690.237,1077.4370000000001,1494,361.919,148.872,321.285
01-11-18 08:00,1013,2492.739,1636.3139999999999,2118,358.25399999999996,144.759,321.54499999999996
01-11-18 09:00,1033,3927.6940000000004,2549.4179999999997,3252,360.0129999999999,143.94,324.275
01-11-18 10:00,1011,5390.482000000001,3473.441,4482,351.80899999999997,138.90300000000002,317.57500000000005
01-11-18 11:00,983,6250.804999999999,4144.467,5154,347.711,136.573,310.8
01-11-18 12:00,980,6383.461,4159.696,5454,344.57300000000004,134.286,311.305
01-11-18 13:00,978,4802.855000000001,3320.827,4092,356.681,141.35,323.61
01-11-18 14:00,1019,5083.8640000000005,3412.221,4224,356.73,143.816,320.80000000000007
01-11-18 15:00,930,6719.590999999999,4461.2029999999995,5592,365.119,139.425,332.775
01-11-18 16:00,971,7180.879000000001,5090.958999999999,6042,343.8910000000001,131.447,312.58500000000004
01-11-18 17:00,923,8056.205,5914.638999999999,6558,347.767,124.873,326.86
01-11-18 18:00,958,7073.096,5039.706,6018,343.396,129.307,312.13
01-11-18 19:00,932,6368.697999999999,4420.0830000000005,5751,338.7630000000001,129.35700000000003,305.605
01-11-18 20:00,1158,4401.999,2684.3650000000002,4113,352.435,141.612,316.96000000000004
01-11-18 21:00,1069,3480.663,2144.433,3174,376.415,152.07500000000002,342.77500000000003
01-11-18 22:00,1164,3169.651,2003.402,2946,359.484,147.763,321.485
01-11-18 23:00,1055,2617.0819999999994,1666.597,2334,327.408,139.447,293.13500000000005
01-12-18 00:00,984,3693.1679999999997,2156.207,3312,381.8910000000001,143.329,348.49
01-12-18 01:00,1006,2344.6399999999994,1440.0580000000002,2124,358.99600000000004,136.116,327.26000000000005
01-12-18 02:00,1044,1501.2569999999998,1009.218,1302,375.60800000000006,149.789,330.565
01-12-18 03:00,1039,1063.9510000000002,720.222,888,375.36099999999993,154.186,330.62
01-12-18 04:00,1026,935.682,610.872,810,367.98,141.61499999999998,330.445
01-12-18 05:00,974,1453.2899999999997,989.6859999999998,1260,366.125,139.795,330.40000000000003
01-12-18 06:00,939,2406.5649999999996,1719.9340000000002,1938,366.53700000000003,144.636,329.345
01-12-18 07:00,868,4608.098999999999,2854.5170000000003,3852,375.70899999999995,131.118,345.71999999999997
01-12-18 08:00,869,6472.534,3915.616,5448,368.341,126.191,342.56999999999994
01-12-18 09:00,912,7539.981,4610.808,6468,348.677,125.23400000000001,321.74499999999995
01-12-18 10:00,921,8354.065999999999,4705.129000000001,7320,343.98499999999996,125.74500000000002,318.47499999999997
01-12-18 11:00,930,8850.583,4953.072,7884,340.559,125.32799999999999,315.39000000000004
01-12-18 12:00,923,9177.808,5363.445,8100,337.573,125.672,312.24999999999994
01-12-18 13:00,903,7544.893999999998,4418.323,6726,354.38399999999996,132.175,323.31
01-12-18 14:00,936,7630.8949999999995,4713.16,6660,352.432,127.269,322.065
01-12-18 15:00,934,8662.216999999999,5384.958,7386,344.60699999999997,125.91700000000002,318.55999999999995
01-12-18 16:00,918,8770.173,5340.8640000000005,7644,343.125,123.51600000000002,318.115
01-12-18 17:00,932,9164.559,5460.540999999999,7866,338.74,120.587,317.12
01-12-18 18:00,849,8475.252,5140.260000000001,7368,341.6169999999999,123.68700000000001,315.53999999999996
01-12-18 19:00,578,10505.202,5713.778,9456,391.97700000000003,121.467,391.13
01-12-18 20:00,1069,7062.423,4189.486000000001,6402,347.751,130.04,321.24500000000006
01-12-18 21:00,1092,4664.879999999999,2784.9010000000003,4194,359.27,135.205,325.90999999999997
01-12-18 22:00,921,4547.433,2892.1459999999997,4044,388.74999999999994,135.653,364.325
01-12-18 23:00,1010,4270.156,2513.756,3984,327.15399999999994,121.65399999999998,297.525
02-01-18 00:00,693,1407.952,953.869,1224,365.407,141.274,333.515
02-01-18 01:00,619,767.285,543.35,657,363.41,143.56900000000002,324.145
02-01-18 02:00,523,486.255,314.41299999999995,420,377.90500000000003,158.15099999999998,331.16
02-01-18 03:00,491,412.74100000000004,298.666,309,375.851,159.553,329.21999999999997
02-01-18 04:00,524,511.83200000000005,349.352,420,360.978,136.738,325.625
02-01-18 05:00,630,1359.326,996.9440000000001,1038,360.73199999999997,133.502,327.49
02-01-18 06:00,644,2625.0850000000005,1951.9250000000002,2238,356.09999999999997,130.019,329.80499999999995
02-01-18 07:00,592,5951.6140000000005,4335.999,4956,345.209,117.158,321.93
02-01-18 08:00,539,6910.273999999999,4676.812000000001,5886,342.488,119.26799999999999,320.08500000000004
02-01-18 09:00,496,6616.456,4131.374,5688,346.85900000000004,120.99400000000001,322.75
02-01-18 10:00,552,8198.731,5138.983,7062,357.23699999999997,122.30899999999998,335.90500000000003
02-01-18 11:00,588,8059.638000000001,5303.999,6720,352.246,128.95600000000002,322.205
02-01-18 12:00,635,7894.308,5440.0419999999995,6834,355.41499999999996,128.889,324.835
02-01-18 13:00,613,6952.639,5124.4389999999985,5748,359.47,133.176,326.96999999999997
02-01-18 14:00,678,7943.633,5814.097999999999,6693,354.84,128.50900000000001,326.39
02-01-18 15:00,692,8899.516,5949.999000000001,7410,346.362,123.278,322.915
