,C1,C2,C3,C4,C5,date_hour,No. of Visitors,index,cluster,data_a,numero_presenze,layer_id,layer_nome,dettaglio(secondi),winds,rainfall_mm,snowfall_mm
175,,,,,"69,6",01-08-18 07:00,,,,,,,,,1.35,0.09699999999999999,9.166666666666666
176,,,,,"67,6",01-08-18 08:00,,,,,,,,,1.78,-0.003,9.433333333333334
177,,,,,"67,2",01-08-18 09:00,,,,,,,,,2.1100000000000003,-0.003,9.466666666666667
178,,,,,"67,3",01-08-18 10:00,,,,,,,,,1.85,0.017,9.4
179,,,,,"70,3",01-08-18 11:00,,,,,,,,,1.7599999999999998,0.257,9.433333333333334
180,,,,,"71,3",01-08-18 12:00,,,,,,,,,1.23,0.34,8.633333333333333
181,,,,,"71,2",01-08-18 13:00,,,,,,,,,0.91,0.5780000000000001,9.033333333333333
182,,,,,"70,3",01-08-18 14:00,,,,,,,,,0.7899999999999999,0.15699999999999995,9.266666666666667
183,,,,,"68,6",01-08-18 15:00,,,,,,,,,1.1800000000000002,0.04,9.566666666666666
184,,,,,"69,3",01-08-18 16:00,,,,,,,,,1.19,0.04,9.633333333333333
185,,,,,"70,3",01-08-18 17:00,,,,,,,,,1.48,0.13699999999999998,9.866666666666667
186,,,,,"71,3",01-08-18 18:00,,,,,,,,,1.87,0.198,10.1
187,,,,,"71,2",01-08-18 19:00,,,,,,,,,2.48,0.239,10.333333333333334
188,,,,,"70,3",01-08-18 20:00,,,,,,,,,2.5,0.4,10.5
189,,,"66,8",,"67,2",01-08-18 21:00,,,,,,,,,3.9300000000000006,0.198,10.866666666666667
190,,,"66,4",,"67,8",01-08-18 22:00,,,,,,,,,2.8200000000000003,0.922,10.4
191,,,"65,3",,"67,7",01-08-18 23:00,,,,,,,,,2.0500000000000003,0.743,9.6
192,,,"57,9",,"61,5",01-09-18 00:00,,,,,,,,,0.7833333333333333,0.10166666666666667,9.2
193,,,"56,0",,"58,4",01-09-18 01:00,,,,,,,,,0.93,0.040999999999999995,9.2
194,,,"53,0",,"54,7",01-09-18 02:00,,,,,,,,,0.8800000000000001,0.04,9.266666666666667
195,,,"50,9",,"54,8",01-09-18 03:00,,,,,,,,,0.8299999999999998,0.0,9.333333333333334
196,,,"48,3",,"53,0",01-09-18 04:00,,,,,,,,,1.19,0.001,9.266666666666667
197,,,"49,6",,"57,6",01-09-18 05:00,,,,,,,,,1.85,0.003,9.2
198,,,"52,4",,"62,8",01-09-18 06:00,,,,,,,,,1.62,0.003,9.066666666666666
199,,,,,"69,5",01-09-18 07:00,,,,,,,,,1.0899999999999996,0.243,9.066666666666666
200,,,,,"70,6",01-09-18 08:00,,,,,,,,,1.08,0.263,9.0
201,,,,,"71,8",01-09-18 09:00,,,,,,,,,1.32,0.402,8.966666666666667
202,,,,,"70,9",01-09-18 10:00,,,,,,,,,1.0399999999999998,0.303,8.766666666666666
203,,,,,"69,0",01-09-18 11:00,,,,,,,,,0.63,0.1,8.766666666666666
204,,,,,"66,5",01-09-18 12:00,,,,,,,,,0.8200000000000001,0.001,8.933333333333334
205,,,,,"67,2",01-09-18 13:00,,,,,,,,,1.23,0.0,8.133333333333333
206,,,,,"67,3",01-09-18 14:00,,,,,,,,,1.1700000000000002,0.002,7.7
207,,,,,"66,4",01-09-18 15:00,,,,,,,,,0.96,0.0,8.066666666666668
208,,,,,"65,1",01-09-18 16:00,,,,,,,,,0.76,0.02,8.233333333333334
209,,,,,"64,6",01-09-18 17:00,,,,,,,,,0.6399999999999999,0.003,7.533333333333334
210,,,,,"64,5",01-09-18 18:00,,,,,,,,,0.4400000000000001,0.001,7.633333333333333
211,,,,,"63,8",01-09-18 19:00,,,,,,,,,1.09,0.005,7.400000000000001
212,,,,,"63,1",01-09-18 20:00,,,,,,,,,0.97,0.003,7.3
213,,,"57,0",,"61,0",01-09-18 21:00,,,,,,,,,0.6900000000000001,0.002,6.866666666666667
214,,,"59,9",,"60,2",01-09-18 22:00,,,,,,,,,0.6899999999999998,0.002,7.6
215,,,"58,3",,"59,4",01-09-18 23:00,,,,,,,,,0.47,0.003,6.6000000000000005
216,,,"57,3",,"59,7",01-10-18 00:00,,,,,,,,,0.03333333333333333,0.0016666666666666668,6.2
217,,,"56,3",,"58,0",01-10-18 01:00,,,,,,,,,0.4,0.003,6.6000000000000005
218,,,"50,8",,"55,0",01-10-18 02:00,,,,,,,,,0.46,0.003,6.7666666666666675
219,,,"46,1",,"55,9",01-10-18 03:00,,,,,,,,,0.34,0.003,6.466666666666666
220,,,"49,2",,"59,1",01-10-18 04:00,,,,,,,,,0.34,0.003,6.5
221,,,"47,1",,"54,4",01-10-18 05:00,,,,,,,,,0.6699999999999999,0.003,6.433333333333334
222,,,"51,7",,"60,5",01-10-18 06:00,,,,,,,,,0.71,0.003,6.2666666666666675
223,,,,,"63,6",01-10-18 07:00,,,,,,,,,0.68,0.003,6.2
224,,,,,"65,3",01-10-18 08:00,,,,,,,,,0.79,0.003,6.400000000000001
225,,,,,"65,3",01-10-18 09:00,,,,,,,,,0.8899999999999999,0.002,6.4
226,,,,,"64,7",01-10-18 10:00,,,,,,,,,1.03,0.0,7.7666666666666675
227,,,,,"64,9",01-10-18 11:00,,,,,,,,,1.16,0.0,8.566666666666666
228,,,,,"64,7",01-10-18 12:00,,,,,,,,,1.44,-0.001,8.833333333333334
229,,,,,"64,7",01-10-18 13:00,,,,,,,,,1.66,0.0,8.533333333333333
230,,,,,"65,7",01-10-18 14:00,,,,,,,,,1.42,0.0,8.566666666666666
231,,,,,"65,3",01-10-18 15:00,,,,,,,,,1.26,0.0,8.333333333333334
232,,,,,"65,3",01-10-18 16:00,,,,,,,,,1.33,0.0,7.899999999999999
233,,,,,"65,1",01-10-18 17:00,,,,,,,,,1.2600000000000002,0.002,7.2666666666666675
234,,,,,"65,0",01-10-18 18:00,,,,,,,,,0.95,0.003,7.066666666666666
235,,,,,"65,2",01-10-18 19:00,,,,,,,,,0.9,0.003,7.099999999999999
236,,,,,"63,2",01-10-18 20:00,,,,,,,,,0.51,0.003,6.8
237,,,"59,8",,"61,8",01-10-18 21:00,,,,,,,,,0.4400000000000001,0.003,5.7333333333333325
238,,,"63,4",,"61,2",01-10-18 22:00,,,,,,,,,1.02,0.003,6.433333333333334
239,,,"62,2",,"61,8",01-10-18 23:00,,,,,,,,,1.0499999999999998,0.003,5.8
240,,,"60,0",,"58,7",01-11-18 00:00,734.0,,,,,,,,0.5166666666666666,0.0016666666666666668,5.2
241,,,"56,2",,"56,6",01-11-18 01:00,554.0,,,,,,,,0.72,0.003,4.8
242,,,"56,0",,"50,7",01-11-18 02:00,303.0,,,,,,,,0.51,0.003,4.333333333333333
243,,,"46,9",,"50,8",01-11-18 03:00,110.0,,,,,,,,0.71,0.003,3.3000000000000003
244,,,"48,7",,"55,2",01-11-18 04:00,48.0,,,,,,,,0.76,0.004,3.3000000000000003
245,,,"48,6",,"55,9",01-11-18 05:00,31.0,,,,,,,,0.4899999999999999,0.003,3.5
246,,,"49,4",,"59,5",01-11-18 06:00,37.0,,,,,,,,0.31,0.003,3.3666666666666667
247,,,,,"64,1",01-11-18 07:00,61.0,,,,,,,,0.15,0.003,2.233333333333333
248,,,,,"65,1",01-11-18 08:00,95.0,,,,,,,,0.13,0.006,1.7333333333333334
249,,,,,"65,9",01-11-18 09:00,125.0,,,,,,,,0.12,0.003,3.1666666666666665
250,,,,,"65,7",01-11-18 10:00,177.0,,,,,,,,0.4300000000000001,0.002,4.933333333333334
251,,,,,"65,7",01-11-18 11:00,226.0,,,,,,,,0.5,0.002,7.566666666666666
252,"60,3",,,,"65,7",01-11-18 12:00,267.0,,,,,,,,1.19,-0.001,9.566666666666668
253,,,,,"64,9",01-11-18 13:00,296.0,,,,,,,,1.07,-0.007000000000000001,11.033333333333333
254,,,,,"65,7",01-11-18 14:00,295.0,,,,,,,,0.95,-0.003,10.666666666666666
255,,,,,"65,0",01-11-18 15:00,284.0,,,,,,,,1.24,-0.002,9.766666666666667
256,,,,,"65,3",01-11-18 16:00,299.0,,,,,,,,0.8799999999999999,0.0,8.799999999999997
257,,,,,"64,9",01-11-18 17:00,386.0,,,,,,,,0.8099999999999999,0.002,7.399999999999999
258,,,,,"64,4",01-11-18 18:00,381.0,,,,,,,,0.78,0.003,6.2
259,,,,,"64,7",01-11-18 19:00,470.0,,,,,,,,0.4900000000000001,0.003,5.133333333333333
260,,,,,"64,6",01-11-18 20:00,543.0,,,,,,,,0.65,0.004,5.4
261,,,"59,7",,"61,6",01-11-18 21:00,501.0,,,,,,,,0.32,0.003,3.6666666666666665
262,,,"61,2",,"61,7",01-11-18 22:00,497.0,,,,,,,,0.4,0.005,2.8000000000000003
263,,,"63,3",,"64,0",01-11-18 23:00,475.0,,,,,,,,0.22000000000000006,0.003,2.3
264,,,"62,8",,"60,1",01-12-18 00:00,878.0,,,,,,,,0.2,0.0016666666666666668,2.5
265,,,"58,8",,"57,6",01-12-18 01:00,576.0,,,,,,,,0.5499999999999999,0.006,3.1
266,,,"56,6",,"52,6",01-12-18 02:00,253.0,,,,,,,,0.32,0.003,3.4
