,C1,C2,C3,C4,C5,date_hour,No. of Visitors,index,cluster,data_a,numero_presenze,layer_id,layer_nome,dettaglio(secondi),temp,winds,rainfall_mm,snowfall_mm,Holiday,isHoliday,date,hour,day,Log_Avg
49,54.1,58.3,56.7,60.4,56.6,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,57.715028301385594
50,52.2,58.3,58.9,60.4,63.1,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,59.78317946296058
51,47.0,58.3,46.6,60.4,61.3,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,58.085285194365774
52,35.0,58.3,46.5,60.4,58.1,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,56.93031175637293
53,59.6,58.3,46.0,60.4,53.8,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,57.72947171276287
54,59.6,58.3,49.3,60.4,60.9,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,59.030850561498376
55,59.6,58.3,59.1,60.4,65.0,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,61.244833695401425
56,59.6,58.3,59.1,60.4,64.1,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.84061132316211
57,59.6,58.3,59.1,60.4,65.0,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,61.244833695401425
58,59.6,58.3,59.1,60.4,64.2,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.88325401170941
59,59.6,58.3,59.1,60.4,63.6,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.635787902028426
60,59.6,58.3,59.1,60.4,64.1,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.84061132316211
61,59.6,58.3,59.1,60.4,64.8,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,61.15101323155614
62,59.6,58.3,59.1,60.4,64.3,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.9264608072447
63,59.6,58.3,59.1,60.4,64.1,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.84061132316211
64,59.6,58.3,59.1,60.4,63.3,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.519520164606604
65,59.6,58.3,59.1,60.4,64.0,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.79853083367175
66,59.6,58.3,59.1,60.4,63.5,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.59648501419776
67,59.6,58.3,59.1,60.4,63.9,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.757010496725734
68,59.6,58.3,59.1,60.4,61.9,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,60.03996102689346
69,59.6,58.3,57.0,60.4,60.2,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,59.2766675180303
70,59.6,58.3,59.2,60.4,59.4,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,59.43227265617107
71,59.6,58.3,59.7,60.4,59.6,2018-03-01,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,1,59.5711258494519
72,59.6,58.3,58.7,60.4,61.0,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,59.71721761179317
73,59.6,58.3,56.1,60.4,54.4,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,58.283214994651416
74,59.6,58.3,53.0,60.4,53.4,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,57.927941926424
75,59.6,58.3,47.3,60.4,51.0,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,57.58028443246027
76,47.0,58.3,47.6,60.4,52.2,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,56.119743785481816
77,42.3,58.3,47.1,60.4,54.1,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,56.228084283710736
78,59.5,58.3,52.8,60.4,59.5,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,58.74552449413662
79,64.0,58.3,59.1,60.4,61.9,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,61.235965233906136
80,63.0,58.3,59.1,60.4,64.2,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,61.590207931921974
81,65.9,58.3,59.1,60.4,63.4,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,62.38728626980332
82,58.7,58.3,59.1,60.4,64.5,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,60.89557880297389
83,60.6,58.3,59.1,60.4,64.9,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,61.350588781546676
84,60.9,58.3,59.1,60.4,63.9,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,60.98323120617563
85,59.8,58.3,59.1,60.4,64.6,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,61.08863635616313
86,59.4,58.3,59.1,60.4,64.4,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,60.94162434455492
87,59.5,58.3,59.1,60.4,64.0,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,60.783501568297886
88,60.7,58.3,59.1,60.4,66.8,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,62.328228744247205
89,61.6,58.3,59.1,60.4,64.0,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,61.16788190381221
90,59.7,58.3,59.1,60.4,63.5,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,60.61253919434678
91,60.9,58.3,59.1,60.4,63.7,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,60.90602901303058
92,59.6,58.3,59.1,60.4,62.6,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,60.26705100474562
93,58.2,58.3,58.8,60.4,60.1,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,59.25840473118687
94,58.2,58.3,66.2,60.4,60.5,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,61.88870400146564
95,58.2,58.3,64.5,60.4,61.7,2018-04-01,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,1,61.2909319350294
96,57.9,58.3,60.1,60.4,58.2,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,59.10959612048072
97,58.2,58.3,58.7,60.4,56.8,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,58.63702844668996
98,56.0,58.3,58.9,60.4,53.2,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,58.001456701403036
99,49.5,58.3,52.8,60.4,55.2,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,56.78220272185813
100,48.5,58.3,51.8,60.4,53.7,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,56.49166319043217
101,50.7,58.3,52.1,60.4,55.1,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,56.76844552143137
102,59.1,58.3,51.2,60.4,59.0,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,58.46528307625708
103,62.0,58.3,59.1,60.4,62.7,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,60.81518112324033
104,62.5,58.3,59.1,60.4,64.5,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,61.57278663567577
105,69.4,58.3,59.1,60.4,64.5,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,64.50661969758389
106,60.4,58.3,59.1,60.4,64.0,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,60.929841103141015
107,62.5,58.3,59.1,60.4,64.6,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,61.61230360043937
108,61.2,58.3,59.1,60.4,64.8,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,61.41361974117121
109,61.4,58.3,59.1,60.4,63.7,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,61.01059683046178
110,63.0,58.3,59.1,60.4,64.5,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,61.70205190868228
111,60.8,58.3,59.1,60.4,66.1,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,61.96533143940226
112,62.1,58.3,59.1,60.4,66.8,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,62.549588654404005
113,62.0,58.3,59.1,60.4,66.6,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,62.425994020617956
114,61.5,58.3,59.1,60.4,66.1,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,62.079967301177426
115,61.9,58.3,59.1,60.4,66.2,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,62.2025991498705
116,62.7,58.3,59.1,60.4,66.3,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,62.41211367472942
117,60.3,58.3,62.4,60.4,65.3,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,62.02505910093861
118,61.7,58.3,65.4,60.4,64.9,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,62.926694955494824
119,64.9,58.3,67.5,60.4,65.8,2018-05-01,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,64.56006416586142
120,63.6,58.3,67.6,60.4,65.2,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,64.19266255595714
121,61.5,58.3,63.4,60.4,63.5,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,61.82504896337999
122,65.0,58.3,67.5,60.4,61.9,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,63.84069002521346
123,54.0,58.3,59.1,60.4,62.4,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,59.61362344962701
124,48.7,58.3,51.8,60.4,59.5,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,57.618225218094246
125,48.8,58.3,49.9,60.4,57.2,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,56.938939727254684
126,52.5,58.3,51.8,60.4,58.6,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,57.52229998375845
127,65.2,58.3,59.1,60.4,65.9,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,62.916864332621365
128,61.3,58.3,59.1,60.4,62.7,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,60.641914683194685
129,66.8,58.3,59.1,60.4,63.1,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,62.74777918756854
130,61.4,58.3,59.1,60.4,63.8,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,61.04801715476745
131,61.6,58.3,59.1,60.4,64.8,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,61.49267355401577
132,60.8,58.3,59.1,60.4,64.5,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,61.20971132489048
133,58.8,58.3,59.1,60.4,63.1,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,60.32272735072225
134,58.0,58.3,59.1,60.4,64.2,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,60.679346424723065
135,64.8,58.3,59.1,60.4,65.9,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,62.78561319451523
136,60.6,58.3,59.1,60.4,67.0,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,62.42810550106629
137,63.2,58.3,59.1,60.4,67.2,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,62.9766258890782
138,62.2,58.3,59.1,60.4,65.2,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,61.793386019352106
139,61.0,58.3,59.1,60.4,65.1,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,61.51078813379466
140,61.3,58.3,59.1,60.4,65.4,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,61.703628282024596
141,61.1,58.3,60.4,60.4,65.0,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,61.65515361191355
142,62.6,58.3,69.2,60.4,64.7,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,64.73081214283867
143,68.2,58.3,73.1,60.4,66.2,2018-06-01,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,1,68.19090571036728
144,67.1,58.3,72.4,60.4,66.1,2018-07-01,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,,0,2018-07-01,0,1,67.53628800284937
145,65.5,58.3,69.5,60.4,64.8,2018-07-01,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,,0,2018-07-01,0,1,65.37898548982116
146,64.7,58.3,69.1,60.4,63.2,2018-07-01,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,,0,2018-07-01,0,1,64.75420465322388
147,63.5,58.3,68.4,60.4,64.4,2018-07-01,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,,0,2018-07-01,0,1,64.37237371343471
148,55.3,58.3,57.5,60.4,65.3,2018-07-01,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,,0,2018-07-01,0,1,60.8365941155309
149,51.6,58.3,52.8,60.4,62.0,2018-07-01,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,,0,2018-07-01,0,1,58.68355723249093
150,51.8,58.3,50.9,60.4,61.0,2018-07-01,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,,0,2018-07-01,0,1,58.203157125577206
151,62.1,58.3,59.1,60.4,63.4,2018-07-01,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,,0,2018-07-01,0,1,61.06868059519861
152,67.6,58.3,59.1,60.4,65.6,2018-07-01,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,,0,2018-07-01,0,1,63.79144884634159
