,C1,C2,C3,C4,C5,date_hour,No. of Visitors,index,cluster,data_a,numero_presenze,layer_id,layer_nome,dettaglio(secondi),temp,winds,rainfall_mm,snowfall_mm,Holiday,isHoliday,date,hour,day,Log_Avg
12,58.9,60.9,63.8,62.9,62.0,2018-01-01 12:00:00,,,,,,,,,3.82000000000005,1.0499999999999998,-0.008,6.333333333333332,New year's Day,1,2018-01-01,12,0,62.00855234756524
13,58.5,60.3,60.7,62.0,61.4,2018-01-01 13:00:00,,,,,,,,,4.1299999999999955,1.4700000000000002,-0.009000000000000001,6.166666666666668,New year's Day,1,2018-01-01,13,0,60.733252992400324
14,57.7,61.0,61.5,62.1,59.6,2018-01-01 14:00:00,,,,,,,,,4.830000000000041,1.5699999999999998,-0.009000000000000001,5.366666666666667,New year's Day,1,2018-01-01,14,0,60.64018046938098
15,57.5,61.2,61.7,62.8,61.0,2018-01-01 15:00:00,,,,,,,,,4.52000000000004,1.02,-0.01,4.566666666666666,New year's Day,1,2018-01-01,15,0,61.155501110340815
16,64.2,61.8,60.9,63.0,62.2,2018-01-01 16:00:00,,,,,,,,,3.240000000000009,0.85,-0.009000000000000001,3.8333333333333335,New year's Day,1,2018-01-01,16,0,62.56667110616035
17,60.4,61.0,61.1,62.5,62.4,2018-01-01 17:00:00,,,,,,,,,2.9500000000000446,0.99,-0.011,4.066666666666666,New year's Day,1,2018-01-01,17,0,61.5592684677753
18,60.7,60.9,64.0,62.6,61.7,2018-01-01 18:00:00,,,,,,,,,2.220000000000028,1.4899999999999998,-0.015000000000000003,4.133333333333334,New year's Day,1,2018-01-01,18,0,62.156831317805405
19,60.0,60.7,61.2,62.3,62.2,2018-01-01 19:00:00,,,,,,,,,2.010000000000048,1.3099999999999998,-0.019,3.733333333333333,New year's Day,1,2018-01-01,19,0,61.36783003017821
20,59.4,58.7,59.4,61.5,60.8,2018-01-01 20:00:00,,,,,,,,,1.7100000000000364,1.5599999999999996,-0.015,3.4333333333333336,New year's Day,1,2018-01-01,20,0,60.084331832768896
21,57.8,57.6,57.9,60.3,59.6,2018-01-01 21:00:00,,,,,,,,,1.2000000000000457,1.09,-0.016,3.1,New year's Day,1,2018-01-01,21,0,58.78306280256087
22,58.2,57.1,57.7,59.5,59.0,2018-01-01 22:00:00,,,,,,,,,0.8400000000000318,0.8500000000000002,-0.016999999999999998,3.033333333333333,New year's Day,1,2018-01-01,22,0,58.38594438988978
23,56.5,57.7,57.5,59.4,59.0,2018-01-01 23:00:00,,,,,,,,,1.910000000000025,0.8200000000000001,-0.019,3.1333333333333333,New year's Day,1,2018-01-01,23,0,58.14668417286305
24,55.5,57.4,56.2,60.0,56.4,2018-02-01 00:00:00,,,,,,,,,3.1000000000000227,0.6666666666666666,-0.01,3.1,,0,2018-02-01,0,3,57.41583232027769
25,59.2,54.6,54.7,56.7,52.7,2018-02-01 01:00:00,,,,,,,,,2.6000000000000227,0.7000000000000001,-0.015,2.9333333333333336,,0,2018-02-01,1,3,56.16839118508861
26,46.8,52.0,51.0,54.1,51.9,2018-02-01 02:00:00,,,,,,,,,2.3700000000000045,1.39,-0.012,2.6666666666666665,,0,2018-02-01,2,3,51.726998835334115
27,47.2,48.1,51.1,50.9,48.7,2018-02-01 03:00:00,,,,,,,,,2.430000000000007,1.1999999999999995,-0.018000000000000002,1.6333333333333335,,0,2018-02-01,3,3,49.47462175879451
28,47.5,47.5,51.3,49.6,51.0,2018-02-01 04:00:00,,,,,,,,,1.4900000000000089,1.16,-0.014000000000000002,1.4666666666666668,,0,2018-02-01,4,3,49.67976610220788
29,47.9,49.2,50.9,51.5,56.1,2018-02-01 05:00:00,,,,,,,,,1.1600000000000248,1.34,-0.007000000000000001,3.8333333333333335,,0,2018-02-01,5,3,52.12984475556623
30,58.9,56.0,55.3,57.9,58.7,2018-02-01 06:00:00,,,,,,,,,2.450000000000045,0.9999999999999998,0.001,3.5666666666666664,,0,2018-02-01,6,3,57.59078872470706
31,65.5,60.2,66.2,60.8,62.2,2018-02-01 07:00:00,,,,,,,,,2.800000000000012,0.69,0.004,2.8666666666666667,,0,2018-02-01,7,3,63.664531276764336
32,65.2,62.0,64.6,64.7,63.8,2018-02-01 08:00:00,,,,,,,,,4.680000000000007,0.9399999999999998,-0.003999999999999999,3.233333333333333,,0,2018-02-01,8,3,64.19303918779434
33,67.8,61.4,63.3,65.0,63.3,2018-02-01 09:00:00,,,,,,,,,7.32000000000005,0.8299999999999998,0.001,4.533333333333334,,0,2018-02-01,9,3,64.72586265087848
34,59.7,61.1,64.0,63.6,65.0,2018-02-01 10:00:00,,,,,,,,,9.680000000000009,1.58,-0.005,8.833333333333334,,0,2018-02-01,10,3,63.09056502834845
35,61.9,61.3,66.3,63.4,64.7,2018-02-01 11:00:00,,,,,,,,,10.700000000000044,2.94,-0.014000000000000002,13.133333333333333,,0,2018-02-01,11,3,63.91024976994011
36,60.7,61.9,63.3,63.3,64.4,2018-02-01 12:00:00,,,,,,,,,12.82000000000005,3.08,-0.01,14.4,,0,2018-02-01,12,3,62.90206827588533
37,60.9,61.1,61.1,62.3,62.5,2018-02-01 13:00:00,,,,,,,,,11.879999999999995,2.28,-0.007000000000000001,15.4,,0,2018-02-01,13,3,61.633576541943114
38,59.1,62.2,62.2,62.6,63.0,2018-02-01 14:00:00,,,,,,,,,11.590000000000035,3.14,-0.006999999999999999,15.5,,0,2018-02-01,14,3,62.01231432841702
39,60.8,62.0,61.4,63.0,63.6,2018-02-01 15:00:00,,,,,,,,,10.720000000000027,2.5600000000000005,-0.013000000000000001,14.2,,0,2018-02-01,15,3,62.28075381762867
40,60.5,62.9,61.6,63.8,63.8,2018-02-01 16:00:00,,,,,,,,,9.050000000000011,1.29,-0.005,11.5,,0,2018-02-01,16,3,62.70211393857443
41,60.4,61.5,60.3,63.1,63.8,2018-02-01 17:00:00,,,,,,,,,6.140000000000043,0.95,-0.006,9.5,,0,2018-02-01,17,3,62.05264246412661
42,60.0,60.6,64.7,62.9,62.7,2018-02-01 18:00:00,,,,,,,,,4.760000000000048,0.51,-0.007000000000000001,7.0,,0,2018-02-01,18,3,62.50970796232883
43,62.0,60.9,62.4,62.7,63.0,2018-02-01 19:00:00,,,,,,,,,4.5,0.45,-0.008,5.7666666666666675,,0,2018-02-01,19,3,62.25842115502192
44,59.9,60.1,61.1,62.7,61.3,2018-02-01 20:00:00,,,,,,,,,2.580000000000041,0.27,-0.009000000000000001,4.766666666666667,,0,2018-02-01,20,3,61.13931979267227
45,58.5,58.6,67.1,61.6,61.6,2018-02-01 21:00:00,,,,,,,,,3.6000000000000227,0.5299999999999999,-0.006,5.5,,0,2018-02-01,21,3,62.76547970949093
46,56.5,59.3,59.8,61.7,59.9,2018-02-01 22:00:00,,,,,,,,,3.2100000000000364,0.4,-0.017,4.5,,0,2018-02-01,22,3,59.73973425999312
47,57.1,58.6,58.7,61.3,59.8,2018-02-01 23:00:00,,,,,,,,,2.8500000000000227,0.13,-0.01,3.6666666666666665,,0,2018-02-01,23,3,59.32733761649256
48,56.0,57.4,59.9,60.0,58.3,2018-03-01 00:00:00,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,,0,2018-03-01,0,3,58.57449286731469
49,54.1,54.6,56.7,56.7,56.6,2018-03-01 01:00:00,,,,,,,,,2.050000000000012,0.56,-0.01,3.3666666666666667,,0,2018-03-01,1,3,55.883840374661645
50,52.2,52.0,58.9,54.1,63.1,2018-03-01 02:00:00,,,,,,,,,1.5900000000000318,0.5599999999999999,-0.016999999999999998,3.1666666666666665,,0,2018-03-01,2,3,58.32441547074747
51,47.0,48.1,46.6,50.9,61.3,2018-03-01 03:00:00,,,,,,,,,1.7000000000000457,0.51,-0.015,2.3,,0,2018-03-01,3,3,55.13851985759301
52,35.0,47.5,46.5,49.6,58.1,2018-03-01 04:00:00,,,,,,,,,0.4399999999999977,0.38,-0.015000000000000003,1.8,,0,2018-03-01,4,3,52.2578471983612
53,48.3,49.2,46.0,51.5,53.8,2018-03-01 05:00:00,,,,,,,,,0.8300000000000409,0.58,-0.003,1.3,,0,2018-03-01,5,3,50.582228289045574
54,55.5,56.0,49.3,57.9,60.9,2018-03-01 06:00:00,,,,,,,,,0.9200000000000159,0.8099999999999998,0.006,2.1333333333333333,,0,2018-03-01,6,3,57.299578090924115
55,63.4,60.2,66.2,60.8,65.0,2018-03-01 07:00:00,,,,,,,,,0.17000000000001592,0.76,0.006,1.5666666666666664,,0,2018-03-01,7,3,63.717373090958674
56,62.7,62.0,64.6,64.7,64.1,2018-03-01 08:00:00,,,,,,,,,0.18999999999999773,0.9000000000000001,-0.002,2.0666666666666664,,0,2018-03-01,8,3,63.748442408993796
57,65.6,61.4,63.3,65.0,65.0,2018-03-01 09:00:00,,,,,,,,,2.260000000000048,0.99,-0.006999999999999999,4.3,,0,2018-03-01,9,3,64.30516295931844
58,63.1,61.1,64.0,63.6,64.2,2018-03-01 10:00:00,,,,,,,,,3.3700000000000045,0.9,-0.005,5.766666666666668,,0,2018-03-01,10,3,63.32963722197828
59,63.5,61.3,66.3,63.4,63.6,2018-03-01 11:00:00,,,,,,,,,4.150000000000034,1.29,-0.008,6.433333333333333,,0,2018-03-01,11,3,63.92067332235608
60,61.7,61.9,63.3,63.3,64.1,2018-03-01 12:00:00,,,,,,,,,4.720000000000027,1.7100000000000002,-0.007000000000000001,5.8,,0,2018-03-01,12,3,62.95533893036235
61,61.1,61.1,61.1,62.3,64.8,2018-03-01 13:00:00,,,,,,,,,4.840000000000032,1.45,-0.017,8.0,,0,2018-03-01,13,3,62.34666276028277
62,60.6,62.2,62.2,62.6,64.3,2018-03-01 14:00:00,,,,,,,,,6.550000000000013,1.44,-0.016,7.3,,0,2018-03-01,14,3,62.542368347648264
63,61.3,62.0,61.4,63.0,64.1,2018-03-01 15:00:00,,,,,,,,,7.490000000000008,1.43,-0.018000000000000002,6.866666666666667,,0,2018-03-01,15,3,62.49437994288094
64,61.5,62.9,61.6,63.8,63.3,2018-03-01 16:00:00,,,,,,,,,7.050000000000013,1.65,-0.015,6.1000000000000005,,0,2018-03-01,16,3,62.71591498130501
65,61.6,61.5,60.3,63.1,64.0,2018-03-01 17:00:00,,,,,,,,,4.32000000000005,1.4199999999999997,-0.014000000000000002,5.466666666666666,,0,2018-03-01,17,3,62.29585657155975
66,61.4,60.6,64.7,62.9,63.5,2018-03-01 18:00:00,,,,,,,,,4.900000000000034,1.36,-0.009000000000000001,5.3,,0,2018-03-01,18,3,62.863806906996416
67,61.5,60.9,62.4,62.7,63.9,2018-03-01 19:00:00,,,,,,,,,3.840000000000032,1.14,-0.008,5.400000000000001,,0,2018-03-01,19,3,62.40419599344514
68,61.2,60.1,61.1,62.7,61.9,2018-03-01 20:00:00,,,,,,,,,4.03000000000003,1.4600000000000004,-0.01,5.866666666666667,,0,2018-03-01,20,3,61.48646022750049
69,60.3,58.6,57.0,61.6,60.2,2018-03-01 21:00:00,,,,,,,,,4.490000000000009,1.5199999999999998,-0.007000000000000001,5.7333333333333325,,0,2018-03-01,21,3,59.81339289025843
70,61.1,59.3,59.2,61.7,59.4,2018-03-01 22:00:00,,,,,,,,,6.53000000000003,1.83,-0.01,6.9,,0,2018-03-01,22,3,60.27041482912881
71,63.2,58.6,59.7,61.3,59.6,2018-03-01 23:00:00,,,,,,,,,8.100000000000023,2.56,-0.006,8.766666666666666,,0,2018-03-01,23,3,60.79757036426244
72,67.2,61.9,58.7,65.1,61.0,2018-04-01 00:00:00,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,,0,2018-04-01,0,6,63.81406202170019
73,64.4,60.8,56.1,64.1,54.4,2018-04-01 01:00:00,,,,,,,,,8.460000000000036,3.45,-0.009000000000000001,10.466666666666667,,0,2018-04-01,1,6,61.589467117496035
74,63.0,57.1,53.0,60.6,53.4,2018-04-01 02:00:00,,,,,,,,,8.629999999999995,3.12,-0.006999999999999999,10.766666666666666,,0,2018-04-01,2,6,59.111128143467376
75,58.6,56.1,47.3,60.5,51.0,2018-04-01 03:00:00,,,,,,,,,6.57000000000005,1.89,-0.013000000000000001,9.466666666666667,,0,2018-04-01,3,6,56.87248927224276
76,47.0,53.0,47.6,54.6,52.2,2018-04-01 04:00:00,,,,,,,,,6.170000000000018,0.7999999999999999,-0.012,7.166666666666668,,0,2018-04-01,4,6,51.827288684431565
77,42.3,52.7,47.1,53.3,54.1,2018-04-01 05:00:00,,,,,,,,,5.480000000000019,0.53,-0.013000000000000001,6.2,,0,2018-04-01,5,6,51.6155550258119
78,59.5,52.8,52.8,56.7,59.5,2018-04-01 06:00:00,,,,,,,,,5.210000000000036,0.5199999999999999,-0.011,5.2,,0,2018-04-01,6,6,57.212051743952046
79,64.0,53.3,67.8,57.5,61.9,2018-04-01 07:00:00,,,,,,,,,2.430000000000007,0.66,-0.012,4.633333333333334,,0,2018-04-01,7,6,63.369572441279715
80,63.0,57.0,65.9,65.1,64.2,2018-04-01 08:00:00,,,,,,,,,3.470000000000028,0.6900000000000002,-0.012,3.9,,0,2018-04-01,8,6,63.892761706112054
81,65.9,58.1,64.6,60.0,63.4,2018-04-01 09:00:00,,,,,,,,,5.82000000000005,0.91,-0.002,6.1000000000000005,,0,2018-04-01,9,6,63.26659363796499
82,58.7,57.5,65.0,58.3,64.5,2018-04-01 10:00:00,,,,,,,,,7.07000000000005,1.02,-0.005,7.233333333333332,,0,2018-04-01,10,6,62.01964621185535
83,60.6,60.0,65.2,61.2,64.9,2018-04-01 11:00:00,,,,,,,,,8.100000000000023,0.8800000000000001,-0.006,9.1,,0,2018-04-01,11,6,62.95259884982944
84,60.9,59.0,65.3,60.8,63.9,2018-04-01 12:00:00,,,,,,,,,9.220000000000027,1.29,-0.009000000000000001,10.766666666666666,,0,2018-04-01,12,6,62.586378533507926
85,59.8,58.3,61.1,60.4,64.6,2018-04-01 13:00:00,,,,,,,,,9.020000000000039,1.2899999999999998,-0.008,12.066666666666668,,0,2018-04-01,13,6,61.398686891646875
86,59.4,58.2,60.7,59.9,64.4,2018-04-01 14:00:00,,,,,,,,,9.230000000000018,1.1,-0.009000000000000001,12.633333333333333,,0,2018-04-01,14,6,61.09782352060069
87,59.5,58.6,60.1,60.3,64.0,2018-04-01 15:00:00,,,,,,,,,9.270000000000039,0.92,-0.005,10.566666666666668,,0,2018-04-01,15,6,60.94986918314401
88,60.7,58.9,59.3,60.0,66.8,2018-04-01 16:00:00,,,,,,,,,7.9600000000000355,0.6599999999999999,-0.006,9.666666666666666,,0,2018-04-01,16,6,62.349515446999305
89,61.6,59.5,58.9,61.3,64.0,2018-04-01 17:00:00,,,,,,,,,5.260000000000048,1.02,-0.003,8.733333333333333,,0,2018-04-01,17,6,61.44498682967807
90,59.7,59.6,64.5,61.0,63.5,2018-04-01 18:00:00,,,,,,,,,4.560000000000001,1.0699999999999998,-0.004,7.833333333333332,,0,2018-04-01,18,6,62.12789051782831
91,60.9,59.6,61.2,61.6,63.7,2018-04-01 19:00:00,,,,,,,,,3.2700000000000387,0.7300000000000001,-0.002,6.433333333333333,,0,2018-04-01,19,6,61.61380278206121
92,59.6,59.1,59.7,61.3,62.6,2018-04-01 20:00:00,,,,,,,,,2.0400000000000205,0.58,-0.002,6.1000000000000005,,0,2018-04-01,20,6,60.664570809435354
93,58.2,57.8,58.8,60.1,60.1,2018-04-01 21:00:00,,,,,,,,,3.150000000000034,0.4900000000000001,0.001,4.433333333333334,,0,2018-04-01,21,6,59.104554126457245
94,58.2,58.1,66.2,59.4,60.5,2018-04-01 22:00:00,,,,,,,,,3.1899999999999977,0.9000000000000001,-0.003,4.333333333333333,,0,2018-04-01,22,6,61.74235674815991
95,58.2,57.7,64.5,59.7,61.7,2018-04-01 23:00:00,,,,,,,,,1.8000000000000114,0.62,-0.001,3.2999999999999994,,0,2018-04-01,23,6,61.12623949469417
96,57.9,56.6,60.1,59.1,58.2,2018-05-01 00:00:00,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,,0,2018-05-01,0,1,58.53759051067953
97,58.2,54.3,58.7,56.5,56.8,2018-05-01 01:00:00,,,,,,,,,1.7400000000000089,0.4499999999999999,-0.003,4.566666666666666,,0,2018-05-01,1,1,57.154134475932864
98,56.0,52.1,58.9,54.1,53.2,2018-05-01 02:00:00,,,,,,,,,2.8700000000000045,0.56,-0.003,4.466666666666667,,0,2018-05-01,2,1,55.56906350460703
99,49.5,48.2,52.8,48.8,55.2,2018-05-01 03:00:00,,,,,,,,,3.6800000000000064,0.93,-0.003,4.533333333333333,,0,2018-05-01,3,1,51.77668868524775
100,48.5,48.1,51.8,49.8,53.7,2018-05-01 04:00:00,,,,,,,,,4.020000000000039,1.01,-0.003,4.533333333333333,,0,2018-05-01,4,1,50.91060467620798
101,50.7,49.7,52.1,51.1,55.1,2018-05-01 05:00:00,,,,,,,,,4.1200000000000045,1.07,-0.003,4.5,,0,2018-05-01,5,1,52.17702251237745
102,59.1,53.9,51.2,55.6,59.0,2018-05-01 06:00:00,,,,,,,,,4.160000000000025,0.6399999999999999,-0.003,4.566666666666666,,0,2018-05-01,6,1,56.716417703077866
103,62.0,59.6,64.1,61.8,62.7,2018-05-01 07:00:00,,,,,,,,,3.240000000000009,0.8500000000000002,-0.001,5.066666666666666,,0,2018-05-01,7,1,62.27524120403268
104,62.5,62.0,63.6,63.8,64.5,2018-05-01 08:00:00,,,,,,,,,3.080000000000041,0.99,-0.003,4.733333333333333,,0,2018-05-01,8,1,63.37309722656707
105,69.4,61.3,61.8,63.3,64.5,2018-05-01 09:00:00,,,,,,,,,3.8100000000000014,0.8099999999999999,-0.003,4.566666666666666,,0,2018-05-01,9,1,65.1926357051145
106,60.4,60.7,63.6,62.7,64.0,2018-05-01 10:00:00,,,,,,,,,4.210000000000036,0.55,-0.003,5.233333333333333,,0,2018-05-01,10,1,62.521837006023674
107,62.5,61.0,64.6,62.8,64.6,2018-05-01 11:00:00,,,,,,,,,4.260000000000049,0.7300000000000001,-0.003,5.2,,0,2018-05-01,11,1,63.30849008304237
108,61.2,61.0,63.5,62.9,64.8,2018-05-01 12:00:00,,,,,,,,,4.600000000000024,0.6499999999999999,-0.003,5.3,,0,2018-05-01,12,1,62.916218757858644
109,61.4,60.7,59.9,62.3,63.7,2018-05-01 13:00:00,,,,,,,,,4.260000000000049,0.6100000000000001,0.0,5.466666666666666,,0,2018-05-01,13,1,61.80412145985617
110,63.0,61.2,67.4,62.2,64.5,2018-05-01 14:00:00,,,,,,,,,4.310000000000001,0.93,0.0,5.3,,0,2018-05-01,14,1,64.24453584649858
111,60.8,60.6,60.5,62.4,66.1,2018-05-01 15:00:00,,,,,,,,,3.8100000000000014,0.78,0.02,5.1,,0,2018-05-01,15,1,62.68767004079042
112,62.1,61.3,61.2,62.5,66.8,2018-05-01 16:00:00,,,,,,,,,3.6000000000000227,1.04,0.02,4.933333333333334,,0,2018-05-01,16,1,63.366042098665574
113,62.0,60.9,60.2,62.7,66.6,2018-05-01 17:00:00,,,,,,,,,3.490000000000009,0.9,0.0,4.7,,0,2018-05-01,17,1,63.136672953470494
114,61.5,60.9,63.5,62.6,66.1,2018-05-01 18:00:00,,,,,,,,,3.160000000000025,0.8299999999999998,0.04,5.033333333333333,,0,2018-05-01,18,1,63.33448527627168
115,61.9,60.8,61.5,63.1,66.2,2018-05-01 19:00:00,,,,,,,,,2.8799999999999955,0.62,0.017,5.066666666666666,,0,2018-05-01,19,1,63.169783483082675
116,62.7,59.8,59.7,62.5,66.3,2018-05-01 20:00:00,,,,,,,,,3.420000000000016,0.7,0.019,5.2,,0,2018-05-01,20,1,62.920082144370966
117,60.3,59.0,62.4,61.8,65.3,2018-05-01 21:00:00,,,,,,,,,4.010000000000049,0.36,0.02,5.266666666666667,,0,2018-05-01,21,1,62.30737563750216
118,61.7,58.5,65.4,60.6,64.9,2018-05-01 22:00:00,,,,,,,,,4.410000000000026,0.3,0.037000000000000005,5.3,,0,2018-05-01,22,1,62.96352373806209
119,64.9,58.2,67.5,61.0,65.8,2018-05-01 23:00:00,,,,,,,,,4.090000000000032,0.7899999999999999,0.037000000000000005,5.033333333333333,,0,2018-05-01,23,1,64.60453448149099
120,63.6,57.9,67.6,60.4,65.2,2018-06-01 00:00:00,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,La Befana,1,2018-06-01,0,4,64.17294000983581
121,61.5,55.8,63.4,58.2,63.5,2018-06-01 01:00:00,,,,,,,,,3.8900000000000423,0.28,0.017,4.933333333333334,La Befana,1,2018-06-01,1,4,61.386123203706084
122,65.0,54.5,67.5,56.3,61.9,2018-06-01 02:00:00,,,,,,,,,3.670000000000016,0.27,0.02,4.933333333333334,La Befana,1,2018-06-01,2,4,63.44114131737692
123,54.0,49.1,59.1,50.9,62.4,2018-06-01 03:00:00,,,,,,,,,3.5900000000000314,0.72,0.0,5.233333333333333,La Befana,1,2018-06-01,3,4,57.79037741347224
124,48.7,48.8,51.8,50.8,59.5,2018-06-01 04:00:00,,,,,,,,,3.629999999999996,0.7999999999999999,-0.001,5.3,La Befana,1,2018-06-01,4,4,54.19235936884343
125,48.8,50.4,49.9,51.1,57.2,2018-06-01 05:00:00,,,,,,,,,3.6100000000000136,0.7300000000000002,-0.002,5.2,La Befana,1,2018-06-01,5,4,52.72705487294133
126,52.5,53.2,51.8,55.6,58.6,2018-06-01 06:00:00,,,,,,,,,3.550000000000012,0.41,0.038,5.1,La Befana,1,2018-06-01,6,4,55.1205108486065
127,65.2,59.9,66.5,61.9,65.9,2018-06-01 07:00:00,,,,,,,,,3.1100000000000136,0.45,0.037000000000000005,5.133333333333333,La Befana,1,2018-06-01,7,4,64.53154758411405
128,61.3,63.3,62.1,66.9,62.7,2018-06-01 08:00:00,,,,,,,,,3.1400000000000428,0.4,0.02,5.166666666666667,La Befana,1,2018-06-01,8,4,63.75429869544714
129,66.8,61.8,63.7,63.8,63.1,2018-06-01 09:00:00,,,,,,,,,4.03000000000003,0.8999999999999998,-0.001,5.3,La Befana,1,2018-06-01,9,4,64.17792499232543
130,61.4,61.1,62.0,63.0,63.8,2018-06-01 10:00:00,,,,,,,,,4.060000000000001,0.85,-0.001,5.566666666666666,La Befana,1,2018-06-01,10,4,62.379267055784325
131,61.6,61.7,63.7,63.3,64.8,2018-06-01 11:00:00,,,,,,,,,4.560000000000001,0.5900000000000001,-0.003,6.2666666666666675,La Befana,1,2018-06-01,11,4,63.19176489878747
132,60.8,61.8,62.0,63.3,64.5,2018-06-01 12:00:00,,,,,,,,,4.890000000000043,0.99,-0.003,7.2,La Befana,1,2018-06-01,12,4,62.67503257093024
133,58.8,61.6,60.3,62.7,63.1,2018-06-01 13:00:00,,,,,,,,,5.400000000000035,1.16,-0.003,6.933333333333334,La Befana,1,2018-06-01,13,4,61.571158314881856
134,58.0,60.7,60.8,62.2,64.2,2018-06-01 14:00:00,,,,,,,,,5.82000000000005,0.73,-0.003,7.133333333333333,La Befana,1,2018-06-01,14,4,61.64232321351292
135,64.8,60.9,60.9,62.6,65.9,2018-06-01 15:00:00,,,,,,,,,5.810000000000002,0.58,-0.003,7.2,La Befana,1,2018-06-01,15,4,63.49884981439446
136,60.6,61.7,60.4,63.2,67.0,2018-06-01 16:00:00,,,,,,,,,5.480000000000019,0.28,0.037000000000000005,6.933333333333334,La Befana,1,2018-06-01,16,4,63.354542366702006
137,63.2,61.6,60.0,62.9,67.2,2018-06-01 17:00:00,,,,,,,,,5.189999999999999,0.6500000000000001,0.019,6.633333333333333,La Befana,1,2018-06-01,17,4,63.7042629989123
138,62.2,61.2,64.2,62.4,65.2,2018-06-01 18:00:00,,,,,,,,,5.0300000000000304,0.61,0.037000000000000005,6.599999999999999,La Befana,1,2018-06-01,18,4,63.286740768216816
139,61.0,61.1,61.5,63.4,65.1,2018-06-01 19:00:00,,,,,,,,,4.689999999999999,0.73,-0.001,6.666666666666668,La Befana,1,2018-06-01,19,4,62.733907209878204
140,61.3,60.4,60.3,63.2,65.4,2018-06-01 20:00:00,,,,,,,,,4.110000000000014,0.28,-0.003,6.8,La Befana,1,2018-06-01,20,4,62.58810823118629
141,61.1,59.7,60.4,62.5,65.0,2018-06-01 21:00:00,,,,,,,,,5.010000000000048,0.0,-0.003,6.633333333333333,La Befana,1,2018-06-01,21,4,62.179332259458434
142,62.6,60.2,69.2,62.5,64.7,2018-06-01 22:00:00,,,,,,,,,4.970000000000027,0.30999999999999994,0.037000000000000005,6.7333333333333325,La Befana,1,2018-06-01,22,4,65.02808141920792
143,68.2,62.9,73.1,63.8,66.2,2018-06-01 23:00:00,,,,,,,,,5.390000000000043,0.5199999999999998,-0.003,6.7,La Befana,1,2018-06-01,23,4,68.51768012564925
144,67.1,61.9,72.4,65.1,66.1,2018-07-01 00:00:00,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,,0,2018-07-01,0,6,67.97477753498535
145,65.5,60.8,69.5,64.1,64.8,2018-07-01 01:00:00,,,,,,,,,5.390000000000043,0.67,0.017,6.866666666666667,,0,2018-07-01,1,6,65.85534163319265
