,C1,C2,C3,C4,"C5,,,,,",date_hour,No. of Visitors,index,cluster,data_a,numero_presenze,layer_id,layer_nome,dettaglio(secondi),temp,winds,rainfall_mm,snowfall_mm,date,Day,Holiday,isHoliday
39,"60,8",,,,"63,6,,,",2018-02-01 15:00:00,,,,,,,,,10.720000000000027,2.5600000000000005,-0.013,14.2,01-02-18,,,0
40,"60,5",,,,"63,8,,,",2018-02-01 16:00:00,,,,,,,,,9.050000000000011,1.29,-0.005,11.5,01-02-18,,,0
41,"60,4",,,,"63,8,,,",2018-02-01 17:00:00,,,,,,,,,6.140000000000043,0.95,-0.006,9.5,01-02-18,,,0
42,"60,0",,,,"62,7,,,",2018-02-01 18:00:00,,,,,,,,,4.760000000000048,0.51,-0.007000000000000001,7.0,01-02-18,,,0
43,"62,0",,,,"63,0,,,",2018-02-01 19:00:00,,,,,,,,,4.5,0.45,-0.008,5.766666666666667,01-02-18,,,0
44,"59,9",,,,"61,3,,,",2018-02-01 20:00:00,,,,,,,,,2.580000000000041,0.27,-0.009000000000000001,4.766666666666667,01-02-18,,,0
45,"58,5",,"67,1",,"61,6,,",2018-02-01 21:00:00,,,,,,,,,3.6000000000000227,0.5299999999999999,-0.006,5.5,01-02-18,,,0
46,"56,5",,"59,8",,"59,9,,",2018-02-01 22:00:00,,,,,,,,,3.2100000000000364,0.4,-0.017,4.5,01-02-18,,,0
47,"57,1",,"58,7",,"59,8,,",2018-02-01 23:00:00,,,,,,,,,2.8500000000000227,0.13,-0.01,3.6666666666666665,01-02-18,,,0
48,"56,0",,"59,9",,"58,3,,",2018-03-01 00:00:00,,,,,,,,,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0,01-03-18,,,0
49,"54,1",,"56,7",,"56,6,,",2018-03-01 01:00:00,,,,,,,,,2.050000000000012,0.56,-0.01,3.3666666666666667,01-03-18,,,0
50,"52,2",,"58,9",,"63,1,,",2018-03-01 02:00:00,,,,,,,,,1.5900000000000318,0.5599999999999999,-0.016999999999999998,3.1666666666666665,01-03-18,,,0
51,"47,0",,"46,6",,"61,3,,",2018-03-01 03:00:00,,,,,,,,,1.7000000000000457,0.51,-0.015,2.3,01-03-18,,,0
52,"35,0",,"46,5",,"58,1,,",2018-03-01 04:00:00,,,,,,,,,0.4399999999999977,0.38,-0.015000000000000003,1.8,01-03-18,,,0
53,,,"46,0",,"53,8,,,",2018-03-01 05:00:00,,,,,,,,,0.8300000000000409,0.58,-0.003,1.3,01-03-18,,,0
54,,,"49,3",,"60,9,,,",2018-03-01 06:00:00,,,,,,,,,0.920000000000016,0.8099999999999998,0.006,2.1333333333333333,01-03-18,,,0
55,,,,,"65,0,,,,",2018-03-01 07:00:00,,,,,,,,,0.17000000000001592,0.76,0.006,1.5666666666666664,01-03-18,,,0
56,,,,,"64,1,,,,",2018-03-01 08:00:00,,,,,,,,,0.18999999999999773,0.9000000000000001,-0.002,2.0666666666666664,01-03-18,,,0
57,,,,,"65,0,,,,",2018-03-01 09:00:00,,,,,,,,,2.260000000000048,0.99,-0.006999999999999999,4.3,01-03-18,,,0
58,,,,,"64,2,,,,",2018-03-01 10:00:00,,,,,,,,,3.3700000000000045,0.9,-0.005,5.7666666666666675,01-03-18,,,0
59,,,,,"63,6,,,,",2018-03-01 11:00:00,,,,,,,,,4.150000000000034,1.29,-0.008,6.433333333333333,01-03-18,,,0
60,,,,,"64,1,,,,",2018-03-01 12:00:00,,,,,,,,,4.720000000000027,1.7100000000000002,-0.007000000000000001,5.8,01-03-18,,,0
61,,,,,"64,8,,,,",2018-03-01 13:00:00,,,,,,,,,4.840000000000032,1.45,-0.017,8.0,01-03-18,,,0
62,,,,,"64,3,,,,",2018-03-01 14:00:00,,,,,,,,,6.550000000000012,1.44,-0.016,7.3,01-03-18,,,0
63,,,,,"64,1,,,,",2018-03-01 15:00:00,,,,,,,,,7.490000000000008,1.43,-0.018000000000000002,6.866666666666667,01-03-18,,,0
64,,,,,"63,3,,,,",2018-03-01 16:00:00,,,,,,,,,7.050000000000012,1.65,-0.015,6.1000000000000005,01-03-18,,,0
65,,,,,"64,0,,,,",2018-03-01 17:00:00,,,,,,,,,4.32000000000005,1.4199999999999997,-0.014000000000000002,5.466666666666666,01-03-18,,,0
66,,,,,"63,5,,,,",2018-03-01 18:00:00,,,,,,,,,4.900000000000034,1.36,-0.009000000000000001,5.3,01-03-18,,,0
67,,,,,"63,9,,,,",2018-03-01 19:00:00,,,,,,,,,3.8400000000000314,1.14,-0.008,5.400000000000001,01-03-18,,,0
68,,,,,"61,9,,,,",2018-03-01 20:00:00,,,,,,,,,4.03000000000003,1.4600000000000004,-0.01,5.866666666666667,01-03-18,,,0
69,,,"57,0",,"60,2,,,",2018-03-01 21:00:00,,,,,,,,,4.490000000000009,1.5199999999999998,-0.007000000000000001,5.7333333333333325,01-03-18,,,0
70,,,"59,2",,"59,4,,,",2018-03-01 22:00:00,,,,,,,,,6.53000000000003,1.83,-0.01,6.9,01-03-18,,,0
71,,,"59,7",,"59,6,,,",2018-03-01 23:00:00,,,,,,,,,8.100000000000023,2.56,-0.006,8.766666666666666,01-03-18,,,0
72,,,"58,7",,"61,0,,,",2018-04-01 00:00:00,,,,,,,,,8.260000000000048,2.466666666666667,-0.0033333333333333327,10.8,01-04-18,,,0
73,,,"56,1",,"54,4,,,",2018-04-01 01:00:00,,,,,,,,,8.460000000000036,3.45,-0.009000000000000001,10.466666666666667,01-04-18,,,0
74,,,"53,0",,"53,4,,,",2018-04-01 02:00:00,,,,,,,,,8.629999999999995,3.12,-0.006999999999999999,10.766666666666666,01-04-18,,,0
75,,,"47,3",,"51,0,,,",2018-04-01 03:00:00,,,,,,,,,6.57000000000005,1.89,-0.013,9.466666666666667,01-04-18,,,0
76,"47,0",,"47,6",,"52,2,,",2018-04-01 04:00:00,,,,,,,,,6.170000000000017,0.7999999999999999,-0.012,7.166666666666668,01-04-18,,,0
77,"42,3",,"47,1",,"54,1,,",2018-04-01 05:00:00,,,,,,,,,5.480000000000019,0.53,-0.013,6.2,01-04-18,,,0
78,"59,5",,"52,8",,"59,5,,",2018-04-01 06:00:00,,,,,,,,,5.210000000000036,0.5199999999999999,-0.011000000000000001,5.2,01-04-18,,,0
79,"64,0",,,,"61,9,,,",2018-04-01 07:00:00,,,,,,,,,2.430000000000007,0.66,-0.012,4.633333333333334,01-04-18,,,0
80,"63,0",,,,"64,2,,,",2018-04-01 08:00:00,,,,,,,,,3.4700000000000277,0.6900000000000002,-0.012,3.9,01-04-18,,,0
81,"65,9",,,,"63,4,,,",2018-04-01 09:00:00,,,,,,,,,5.82000000000005,0.91,-0.002,6.1000000000000005,01-04-18,,,0
82,"58,7",,,,"64,5,,,",2018-04-01 10:00:00,,,,,,,,,7.07000000000005,1.02,-0.005,7.2333333333333325,01-04-18,,,0
83,"60,6",,,,"64,9,,,",2018-04-01 11:00:00,,,,,,,,,8.100000000000023,0.8800000000000001,-0.006,9.1,01-04-18,,,0
84,"60,9",,,,"63,9,,,",2018-04-01 12:00:00,,,,,,,,,9.220000000000027,1.29,-0.009000000000000001,10.766666666666666,01-04-18,,,0
85,"59,8",,,,"64,6,,,",2018-04-01 13:00:00,,,,,,,,,9.020000000000039,1.2899999999999998,-0.008,12.066666666666668,01-04-18,,,0
86,"59,4",,,,"64,4,,,",2018-04-01 14:00:00,,,,,,,,,9.230000000000018,1.1,-0.009000000000000001,12.633333333333333,01-04-18,,,0
87,"59,5",,,,"64,0,,,",2018-04-01 15:00:00,,,,,,,,,9.270000000000039,0.92,-0.005,10.566666666666668,01-04-18,,,0
88,"60,7",,,,"66,8,,,",2018-04-01 16:00:00,,,,,,,,,7.9600000000000355,0.6599999999999999,-0.006,9.666666666666666,01-04-18,,,0
89,"61,6",,,,"64,0,,,",2018-04-01 17:00:00,,,,,,,,,5.260000000000048,1.02,-0.003,8.733333333333333,01-04-18,,,0
90,"59,7",,,,"63,5,,,",2018-04-01 18:00:00,,,,,,,,,4.560000000000001,1.0699999999999998,-0.004,7.833333333333332,01-04-18,,,0
91,"60,9",,,,"63,7,,,",2018-04-01 19:00:00,,,,,,,,,3.2700000000000387,0.7300000000000001,-0.002,6.433333333333333,01-04-18,,,0
92,"59,6",,,,"62,6,,,",2018-04-01 20:00:00,,,,,,,,,2.0400000000000205,0.58,-0.002,6.1000000000000005,01-04-18,,,0
93,"58,2",,"58,8",,"60,1,,",2018-04-01 21:00:00,,,,,,,,,3.150000000000034,0.4900000000000001,0.001,4.433333333333334,01-04-18,,,0
94,"58,2",,"66,2",,"60,5,,",2018-04-01 22:00:00,,,,,,,,,3.1899999999999977,0.9000000000000001,-0.003,4.333333333333333,01-04-18,,,0
95,"58,2",,"64,5",,"61,7,,",2018-04-01 23:00:00,,,,,,,,,1.8000000000000114,0.62,-0.001,3.2999999999999994,01-04-18,,,0
96,"57,9",,"60,1",,"58,2,,",2018-05-01 00:00:00,,,,,,,,,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6,01-05-18,,,0
97,"58,2",,"58,7",,"56,8,,",2018-05-01 01:00:00,,,,,,,,,1.7400000000000089,0.4499999999999999,-0.003,4.566666666666666,01-05-18,,,0
98,"56,0",,"58,9",,"53,2,,",2018-05-01 02:00:00,,,,,,,,,2.8700000000000045,0.56,-0.003,4.466666666666667,01-05-18,,,0
99,"49,5",,"52,8",,"55,2,,",2018-05-01 03:00:00,,,,,,,,,3.6800000000000064,0.93,-0.003,4.533333333333333,01-05-18,,,0
100,"48,5",,"51,8",,"53,7,,",2018-05-01 04:00:00,,,,,,,,,4.020000000000039,1.01,-0.003,4.533333333333333,01-05-18,,,0
101,"50,7",,"52,1",,"55,1,,",2018-05-01 05:00:00,,,,,,,,,4.1200000000000045,1.07,-0.003,4.5,01-05-18,,,0
102,"59,1",,"51,2",,"59,0,,",2018-05-01 06:00:00,,,,,,,,,4.160000000000025,0.6399999999999999,-0.003,4.566666666666666,01-05-18,,,0
103,"62,0",,,,"62,7,,,",2018-05-01 07:00:00,,,,,,,,,3.240000000000009,0.8500000000000002,-0.001,5.066666666666666,01-05-18,,,0
104,"62,5",,,,"64,5,,,",2018-05-01 08:00:00,,,,,,,,,3.080000000000041,0.99,-0.003,4.733333333333333,01-05-18,,,0
105,"69,4",,,,"64,5,,,",2018-05-01 09:00:00,,,,,,,,,3.8100000000000014,0.8099999999999999,-0.003,4.566666666666666,01-05-18,,,0
106,"60,4",,,,"64,0,,,",2018-05-01 10:00:00,,,,,,,,,4.210000000000036,0.55,-0.003,5.233333333333333,01-05-18,,,0
107,"62,5",,,,"64,6,,,",2018-05-01 11:00:00,,,,,,,,,4.260000000000049,0.7300000000000001,-0.003,5.2,01-05-18,,,0
108,"61,2",,,,"64,8,,,",2018-05-01 12:00:00,,,,,,,,,4.600000000000024,0.6499999999999999,-0.003,5.3,01-05-18,,,0
109,"61,4",,,,"63,7,,,",2018-05-01 13:00:00,,,,,,,,,4.260000000000049,0.6100000000000001,0.0,5.466666666666666,01-05-18,,,0
110,"63,0",,,,"64,5,,,",2018-05-01 14:00:00,,,,,,,,,4.310000000000001,0.93,0.0,5.3,01-05-18,,,0
111,"60,8",,,,"66,1,,,",2018-05-01 15:00:00,,,,,,,,,3.8100000000000014,0.78,0.02,5.1,01-05-18,,,0
112,"62,1",,,,"66,8,,,",2018-05-01 16:00:00,,,,,,,,,3.6000000000000227,1.04,0.02,4.933333333333334,01-05-18,,,0
113,"62,0",,,,"66,6,,,",2018-05-01 17:00:00,,,,,,,,,3.490000000000009,0.9,0.0,4.7,01-05-18,,,0
114,"61,5",,,,"66,1,,,",2018-05-01 18:00:00,,,,,,,,,3.160000000000025,0.8299999999999998,0.04,5.033333333333333,01-05-18,,,0
115,"61,9",,,,"66,2,,,",2018-05-01 19:00:00,,,,,,,,,2.8799999999999955,0.62,0.017,5.066666666666666,01-05-18,,,0
116,"62,7",,,,"66,3,,,",2018-05-01 20:00:00,,,,,,,,,3.420000000000016,0.7,0.019,5.2,01-05-18,,,0
117,"60,3",,"62,4",,"65,3,,",2018-05-01 21:00:00,,,,,,,,,4.010000000000049,0.36,0.02,5.266666666666667,01-05-18,,,0
118,"61,7",,"65,4",,"64,9,,",2018-05-01 22:00:00,,,,,,,,,4.410000000000026,0.3,0.037000000000000005,5.3,01-05-18,,,0
119,"64,9",,"67,5",,"65,8,,",2018-05-01 23:00:00,,,,,,,,,4.090000000000032,0.7899999999999999,0.037000000000000005,5.033333333333333,01-05-18,,,0
120,"63,6",,"67,6",,"65,2,,",2018-06-01 00:00:00,,,,,,,,,4.010000000000049,0.08333333333333333,0.065,4.8,01-06-18,saturday,La Befana,1
121,"61,5",,"63,4",,"63,5,,",2018-06-01 01:00:00,,,,,,,,,3.8900000000000428,0.28,0.017,4.933333333333334,01-06-18,saturday,La Befana,1
122,"65,0",,"67,5",,"61,9,,",2018-06-01 02:00:00,,,,,,,,,3.670000000000016,0.27,0.02,4.933333333333334,01-06-18,saturday,La Befana,1
123,"54,0",,"59,1",,"62,4,,",2018-06-01 03:00:00,,,,,,,,,3.5900000000000314,0.72,0.0,5.233333333333333,01-06-18,saturday,La Befana,1
124,"48,7",,"51,8",,"59,5,,",2018-06-01 04:00:00,,,,,,,,,3.629999999999996,0.7999999999999999,-0.001,5.3,01-06-18,saturday,La Befana,1
125,"48,8",,"49,9",,"57,2,,",2018-06-01 05:00:00,,,,,,,,,3.6100000000000136,0.7300000000000002,-0.002,5.2,01-06-18,saturday,La Befana,1
126,"52,5",,"51,8",,"58,6,,",2018-06-01 06:00:00,,,,,,,,,3.550000000000012,0.41,0.038,5.1,01-06-18,saturday,La Befana,1
127,"65,2",,,,"65,9,,,",2018-06-01 07:00:00,,,,,,,,,3.1100000000000136,0.45,0.037000000000000005,5.133333333333333,01-06-18,saturday,La Befana,1
128,"61,3",,,,"62,7,,,",2018-06-01 08:00:00,,,,,,,,,3.1400000000000428,0.4,0.02,5.166666666666667,01-06-18,saturday,La Befana,1
129,"66,8",,,,"63,1,,,",2018-06-01 09:00:00,,,,,,,,,4.03000000000003,0.8999999999999998,-0.001,5.3,01-06-18,saturday,La Befana,1
130,"61,4",,,,"63,8,,,",2018-06-01 10:00:00,,,,,,,,,4.060000000000001,0.85,-0.001,5.566666666666666,01-06-18,saturday,La Befana,1
131,"61,6",,,,"64,8,,,",2018-06-01 11:00:00,,,,,,,,,4.560000000000001,0.5900000000000001,-0.003,6.266666666666667,01-06-18,saturday,La Befana,1
132,"60,8",,,,"64,5,,,",2018-06-01 12:00:00,,,,,,,,,4.890000000000043,0.99,-0.003,7.2,01-06-18,saturday,La Befana,1
133,"58,8",,,,"63,1,,,",2018-06-01 13:00:00,,,,,,,,,5.400000000000035,1.16,-0.003,6.933333333333334,01-06-18,saturday,La Befana,1
134,"58,0",,,,"64,2,,,",2018-06-01 14:00:00,,,,,,,,,5.82000000000005,0.73,-0.003,7.133333333333333,01-06-18,saturday,La Befana,1
135,"64,8",,,,"65,9,,,",2018-06-01 15:00:00,,,,,,,,,5.810000000000002,0.58,-0.003,7.2,01-06-18,saturday,La Befana,1
136,"60,6",,,,"67,0,,,",2018-06-01 16:00:00,,,,,,,,,5.480000000000019,0.28,0.037000000000000005,6.933333333333334,01-06-18,saturday,La Befana,1
137,"63,2",,,,"67,2,,,",2018-06-01 17:00:00,,,,,,,,,5.189999999999999,0.6500000000000001,0.019,6.633333333333333,01-06-18,saturday,La Befana,1
138,"62,2",,,,"65,2,,,",2018-06-01 18:00:00,,,,,,,,,5.0300000000000304,0.61,0.037000000000000005,6.599999999999999,01-06-18,saturday,La Befana,1
139,"61,0",,,,"65,1,,,",2018-06-01 19:00:00,,,,,,,,,4.689999999999999,0.73,-0.001,6.666666666666668,01-06-18,saturday,La Befana,1
140,"61,3",,,,"65,4,,,",2018-06-01 20:00:00,,,,,,,,,4.110000000000014,0.28,-0.003,6.8,01-06-18,saturday,La Befana,1
141,"61,1",,"60,4",,"65,0,,",2018-06-01 21:00:00,,,,,,,,,5.010000000000048,0.0,-0.003,6.633333333333333,01-06-18,saturday,La Befana,1
142,"62,6",,"69,2",,"64,7,,",2018-06-01 22:00:00,,,,,,,,,4.970000000000027,0.30999999999999994,0.037000000000000005,6.7333333333333325,01-06-18,saturday,La Befana,1
143,"68,2",,"73,1",,"66,2,,",2018-06-01 23:00:00,,,,,,,,,5.390000000000043,0.5199999999999998,-0.003,6.7,01-06-18,saturday,La Befana,1
144,"67,1",,"72,4",,"66,1,,",2018-07-01 00:00:00,,,,,,,,,5.07000000000005,0.21666666666666667,-0.0016666666666666668,6.8,01-07-18,,,0
145,"65,5",,"69,5",,"64,8,,",2018-07-01 01:00:00,,,,,,,,,5.390000000000043,0.67,0.017,6.866666666666667,01-07-18,,,0
146,"64,7",,"69,1",,"63,2,,",2018-07-01 02:00:00,,,,,,,,,5.53000000000003,0.8300000000000001,-0.003,6.866666666666667,01-07-18,,,0
147,"63,5",,"68,4",,"64,4,,",2018-07-01 03:00:00,,,,,,,,,5.4500000000000455,0.4,0.09699999999999999,6.8,01-07-18,,,0
148,"55,3",,"57,5",,"65,3,,",2018-07-01 04:00:00,,,,,,,,,5.5400000000000205,0.21,0.217,6.7666666666666675,01-07-18,,,0
149,"51,6",,"52,8",,"62,0,,",2018-07-01 05:00:00,,,,,,,,,5.490000000000008,0.31999999999999995,0.05800000000000001,6.900000000000001,01-07-18,,,0
150,"51,8",,"50,9",,"61,0,,",2018-07-01 06:00:00,,,,,,,,,5.3700000000000045,0.5799999999999998,-0.003,6.866666666666667,01-07-18,,,0
151,"62,1",,,,"63,4,,,",2018-07-01 07:00:00,,,,,,,,,5.07000000000005,0.78,0.35700000000000004,6.900000000000001,01-07-18,,,0
152,"67,6",,,,"65,6,,,",2018-07-01 08:00:00,,,,,,,,,4.8700000000000045,0.8399999999999999,0.457,7.0,01-07-18,,,0
153,"65,7",,,,"66,2,,,",2018-07-01 09:00:00,,,,,,,,,6.03000000000003,0.6,0.117,7.066666666666666,01-07-18,,,0
154,"61,2",,,,"66,3,,,",2018-07-01 10:00:00,,,,,,,,,5.900000000000035,1.0799999999999998,0.017,7.366666666666667,01-07-18,,,0
155,"61,1",,,,"66,9,,,",2018-07-01 11:00:00,,,,,,,,,6.170000000000017,1.3299999999999996,0.017,7.633333333333333,01-07-18,,,0
156,"62,7",,,,"68,9,,,",2018-07-01 12:00:00,,,,,,,,,6.1200000000000045,1.49,0.056000000000000015,8.033333333333333,01-07-18,,,0
157,"61,6",,,,"67,3,,,",2018-07-01 13:00:00,,,,,,,,,6.400000000000035,2.04,0.096,8.2,01-07-18,,,0
158,"59,9",,,,"67,8,,,",2018-07-01 14:00:00,,,,,,,,,6.189999999999998,1.99,0.037000000000000005,8.2,01-07-18,,,0
159,"63,2",,,,"69,6,,,",2018-07-01 15:00:00,,,,,,,,,6.400000000000035,1.64,0.29700000000000004,8.3,01-07-18,,,0
160,"60,9",,,,"68,6,,,",2018-07-01 16:00:00,,,,,,,,,6.420000000000017,1.7799999999999998,0.04,8.4,01-07-18,,,0
161,"62,1",,,,"69,4,,,",2018-07-01 17:00:00,,,,,,,,,5.879999999999996,1.64,0.179,8.3,01-07-18,,,0
162,"60,8",,,,"68,7,,,",2018-07-01 18:00:00,,,,,,,,,6.050000000000012,2.08,0.04,8.333333333333334,01-07-18,,,0
163,"60,9",,,,"67,8,,,",2018-07-01 19:00:00,,,,,,,,,6.110000000000013,2.15,0.017,8.4,01-07-18,,,0
164,"60,5",,,,"66,7,,,",2018-07-01 20:00:00,,,,,,,,,6.5200000000000395,1.66,0.017,8.4,01-07-18,,,0
165,"58,6",,"58,5",,"64,3,,",2018-07-01 21:00:00,,,,,,,,,6.75,1.2799999999999998,-0.003,8.3,01-07-18,,,0
166,"57,9",,"60,1",,"62,6,,",2018-07-01 22:00:00,,,,,,,,,6.689999999999998,1.57,0.017,8.2,01-07-18,,,0
167,"57,0",,"60,6",,"63,2,,",2018-07-01 23:00:00,,,,,,,,,7.150000000000035,1.98,-0.003,8.2,01-07-18,,,0
168,"60,9",,"62,6",,"59,7,,",2018-08-01 00:00:00,,,,,,,,,7.189999999999998,1.0,-0.0016666666666666668,8.3,01-08-18,,,0
169,"52,2",,"59,2",,"55,7,,",2018-08-01 01:00:00,,,,,,,,,7.189999999999998,1.6900000000000002,-0.003,8.433333333333334,01-08-18,,,0
170,"45,6",,"50,4",,"54,6,,",2018-08-01 02:00:00,,,,,,,,,7.2700000000000395,1.7500000000000004,-0.003,8.566666666666666,01-08-18,,,0
171,"43,4",,"47,8",,"52,4,,",2018-08-01 03:00:00,,,,,,,,,7.689999999999998,1.8400000000000003,-0.003,8.8,01-08-18,,,0
172,"38,6",,"51,3",,"53,9,,",2018-08-01 04:00:00,,,,,,,,,8.040000000000019,1.5900000000000003,0.018000000000000002,8.9,01-08-18,,,0
173,,,"50,1",,"58,1,,,",2018-08-01 05:00:00,,,,,,,,,8.150000000000034,1.39,0.037000000000000005,9.0,01-08-18,,,0
